TradingDate,AAA,ACB,AGG,ANV,ASM,BCG,BCM,BID,BMP,BVH,BWE,CII,CMG,CRE,CTD,CTG,CTR,DBC,DCM,DGC,DGW,DHC,DIG,DPM,DXG,DXS,EIB,FPT,FRT,FTS,GAS,GEG,GEX,GMD,GVR,HCM,HDB,HDC,HDG,HHV,HPG,HSG,HT1,IMP,KBC,KDC,KDH,KOS,LPB,MBB,MSB,MSN,MWG,NKG,NLG,NT2,NVL,OCB,PAN,PC1,PDR,PHR,PLX,PNJ,POW,PPC,PTB,PVD,PVT,REE,SAB,SAM,SBT,SCR,SCS,SHB,SJS,SSB,SSI,STB,SZC,TCB,TCH,TMS,TPB,VCB,VCG,VCI,VHC,VHM,VIB,VIC,VIX,VJC,VND,VNM,VPB,VPI,VRE,VSH
11/2/2023,8600,18732,25950,27800,8700,7960,58006,36960,75630,39638,38290,15220,34787,7380,53800,25281,73598,19800,29850,83054,46800,38333,22000,30850,17044,5990,17600,89000,92800,25747,79200,12800,19300,63500,18174,19035,17600,30445,26900,13486,22955,18416,11407,59000,28500,62490,30000,38550,15400,17318,13000,62700,37000,19100,32034,22963,14000,13200,18300,22870,20284,45000,32144,73365,11100,11091,54566,25650,22137,46725,59951,6380,14100,6420,61587,10900,58000,25950,28900,29000,27688,28464,11250,43000,16400,89000,21100,37200,54560,39950,17511,41450,13650,104900,16294,69475,18373,55000,23250,40300
11/3/2023,8700,18522,25600,27400,8660,7890,57710,36827,77842,39443,38597,15857,35021,7380,57500,25057,75849,19500,29300,83054,46800,40528,22300,31600,17092,6190,17800,87000,96000,25499,79100,12800,19000,65000,18174,18757,18350,30352,26600,13579,22818,18952,11359,58600,28450,61998,29200,38500,15250,17024,13300,63900,38950,19250,31638,22817,14550,13900,18200,23044,20374,44800,31855,73365,11100,11091,53592,25750,21637,45356,62392,6200,13950,6390,61198,10700,61600,24300,28900,28500,27408,30064,11200,44000,16050,88900,21650,37500,55773,40500,17559,41600,13650,106500,16250,68593,17920,55000,24400,39831
11/6/2023,8900,18648,25200,28000,8660,7920,58598,37093,78638,39735,37983,16003,35217,7400,58700,25549,76143,19600,29250,85571,47000,40479,22800,31800,17281,6270,18000,88500,97000,25888,79000,12700,19850,66000,18174,19035,18250,30539,26500,13579,23409,19488,11600,58500,28600,61998,29750,37400,15400,17562,13300,64000,38050,19500,32924,23157,14800,13650,18500,23175,20600,44700,32000,76148,11250,11178,54079,25850,21773,47410,64638,6170,14300,6470,62461,11000,61800,25300,29000,29450,27608,30064,11350,44000,16600,89500,21950,38700,56177,41000,17842,42100,13850,107300,16426,69573,18825,54100,24000,40534
11/7/2023,8720,18564,25000,27750,8580,7870,57414,37093,80496,39443,38070,15759,36000,7420,61100,25549,75654,19900,29600,85184,46900,40089,22350,31350,16855,6140,17700,88300,96000,25924,78800,12650,19550,66100,18125,18722,18000,30165,26100,13439,23455,19244,11500,58000,28500,62097,29300,37000,15500,17416,12900,62000,38200,19300,32330,23206,14500,13350,18100,24044,20103,44650,31904,75452,11150,11178,54079,26300,22091,47239,63564,6120,14200,6370,61587,10850,62300,24400,28350,29000,27928,29676,11100,44000,16550,88300,21400,38100,54884,40000,17653,42050,13650,106000,16075,69377,18735,54000,23150,40628
11/8/2023,9290,19152,25900,29650,9100,8420,58795,38069,83149,40028,38421,16835,36391,7930,63000,26176,78198,21250,31400,90024,50100,40918,23900,32850,17991,6560,18200,92600,100000,27730,80000,13050,20900,67800,19353,20007,18800,32266,27700,14375,24500,20560,12200,57900,30450,62195,31050,37100,15750,17954,13350,63800,39600,20650,34308,23741,15500,13800,18850,25218,21503,46400,32914,76546,11500,11566,54664,27350,23273,48779,63564,6300,14400,6810,62655,11350,62800,24950,30300,30000,29849,30840,11850,44000,17250,89500,22850,40750,58198,41000,18314,43000,14600,113000,17173,69964,19323,55000,23700,40393
11/9/2023,9210,18942,26700,29650,9130,8560,60177,38025,83149,40028,38158,16737,36547,8040,62000,26400,78883,21700,31250,89830,50500,40772,24500,32850,18417,7010,18150,92500,104500,28332,80000,13150,21400,68700,19353,20146,18750,31939,27800,14328,24273,20268,12250,58000,30700,61998,31900,37150,15700,17954,13200,62800,40300,20750,36335,23741,16300,13650,19150,25131,22994,46950,32673,76049,11550,11480,55443,27150,22909,48779,62392,6310,14450,7000,62655,11250,62500,24500,30850,29650,30409,30549,12000,44000,17100,87900,23050,40500,57066,42900,18219,45400,15600,108400,17612,69279,18990,56000,24300,40862
11/10/2023,9100,18816,26600,29000,9200,8550,59585,37448,84299,39638,38114,16591,36352,7930,63000,26310,77513,21850,30700,90024,49450,40235,24400,32300,18749,7170,17750,91500,103300,28367,78700,13250,21850,68900,19009,20077,18850,31566,28000,14235,24091,20121,12300,57600,30600,61998,31350,37200,15300,17611,13150,61700,39400,20500,36088,24471,16000,13750,19050,25784,23175,46200,32096,75552,11700,11523,55736,26800,22364,49121,60927,6320,14300,6910,62267,11150,60000,23800,30800,29500,30089,30112,12350,44000,17000,86000,23000,39850,55854,42300,17936,44950,15750,109000,17612,68201,18563,56700,23950,40815
11/13/2023,9120,18858,26000,28950,9150,8600,58993,37360,85803,39589,38334,16591,36195,8000,62300,26310,77219,23000,30500,90314,50500,39699,25000,32100,19080,7000,17800,91400,103300,28899,79000,13200,22000,68600,19108,20285,18800,31706,27950,14422,24728,20950,12300,56000,30800,62294,31800,37200,15300,17709,13150,62000,40000,21500,36582,23936,15750,13750,19250,25566,23852,46100,32096,75651,11900,11566,55248,27350,22818,49036,59853,6300,14000,6900,62267,11050,60700,23000,31450,29250,30009,29967,12300,44000,17250,85500,23250,40500,56500,41350,18125,44800,15950,108000,17744,67319,18230,56400,23500,40956
11/14/2023,9180,19068,25900,29300,9200,8600,59190,38158,84565,39833,38465,16737,37095,7900,63400,26668,77807,23100,31250,90508,50400,40625,24750,32550,18891,6940,19000,92600,104000,29040,79100,13250,22150,71000,19353,20424,18750,31939,27950,14469,24546,21144,12250,55900,30750,62294,31950,37250,15700,18051,13500,62600,41500,21600,36582,24276,16100,13900,19400,26045,23852,46450,32240,77639,11850,11480,56515,27400,23000,49549,60537,6290,14000,6900,62655,11450,59700,23150,31750,30000,30409,30549,12250,43750,17400,86000,23450,40500,56743,41000,18503,44950,16150,107800,17919,67515,18610,56500,24000,40956
11/15/2023,9300,19530,26050,30200,9270,8650,61163,39179,85184,39931,38597,16640,37017,7900,61800,27026,78296,22900,31100,90992,51000,41064,24850,32800,19033,6960,19200,92400,104900,29465,80100,13300,22200,71100,19501,20459,18900,31566,28150,14375,24546,20950,12350,56300,30700,61998,31950,37300,15700,18149,13500,65800,41900,21450,36285,24325,16250,14000,19600,26262,23898,46950,32722,77838,11750,11609,56515,26950,23000,49892,61708,6280,13950,6920,63432,11550,61500,23500,31950,30000,30409,30597,12200,43800,17700,87700,23300,41000,59006,41450,18550,45400,16350,108700,18007,69279,18943,56800,24100,40956
11/16/2023,9290,19572,25850,31100,9330,8700,61558,38824,84034,40321,38597,17031,37174,7950,63000,27071,83777,23800,31950,92734,51700,40674,26100,33900,19459,7100,19100,93000,103500,30103,80000,13250,22400,71100,19700,20563,18950,32873,28400,14609,24728,21047,12350,56300,31200,62097,32000,37400,15650,18100,13450,66000,41500,21600,37076,24276,16750,14100,19500,26175,24756,47100,33155,77540,11850,11609,56515,27300,23273,49549,62685,6310,14100,7050,63724,11600,61600,23450,32300,30200,30889,30743,12600,43950,17500,88000,23550,41500,59248,41150,18503,45100,16800,108500,18446,68887,18895,56500,23850,40768
11/17/2023,9310,19068,25150,29900,9240,8680,60571,38069,84918,39882,38070,16737,37134,8000,62000,26579,84462,24000,31050,90314,50500,40528,25600,33000,18749,7190,18600,91000,102900,29005,78700,13250,21600,70000,19450,19938,18500,31846,27700,14282,24091,20901,12100,56200,31450,62392,31500,37300,15350,17807,13100,64100,41400,21850,36532,23839,16100,13800,19100,25436,25434,46500,32240,78434,11650,11609,56223,26400,22500,49635,62197,6280,13900,7100,63530,11200,63000,23150,31500,29350,31529,30209,12600,43950,17000,85600,23100,40300,57470,38950,18078,42200,16200,105500,17788,68593,18325,55500,22800,41705
11/20/2023,9350,18900,24800,30000,9190,8700,60571,38291,85297,39833,37939,16591,37017,7820,62500,26444,83092,23950,31150,90314,51000,39991,26000,32900,19080,7200,18400,90700,101500,30032,78300,13200,21900,69600,20000,20389,18700,31753,27800,14235,24228,21144,11950,55600,32050,62490,31600,37350,15350,17611,13000,63600,40550,22200,36730,23984,16200,13700,18850,26001,25750,47100,32240,78534,11650,11566,57002,26700,22500,49464,61513,6290,13700,7120,63530,11200,63500,23150,32400,29200,33730,30064,12900,43950,17200,86100,23150,41250,56581,38950,17936,42700,16900,105700,18622,67907,18515,55000,22550,40956
11/21/2023,9300,18984,25000,30450,9260,8750,59387,39001,89092,39833,37939,17129,38739,7950,65800,26310,86223,23950,32000,91863,53000,39991,25950,33400,19175,7150,18550,91900,102000,30315,79000,13250,22300,70000,20050,20494,18700,32220,27850,14469,24591,21339,11950,55400,32100,61998,32000,37350,15600,17709,13000,64600,40900,22200,37422,24130,16250,13800,19200,26262,25614,47050,32529,80622,11700,11480,57002,27800,23228,49378,61611,6350,13800,7120,63044,11250,64000,23150,32550,29300,34010,29870,12900,42900,17050,86600,23600,42050,57389,39100,17983,42600,17000,106600,19061,68103,18658,55500,22600,41049
11/22/2023,9400,19068,25500,31000,9290,8900,59091,38691,87764,39882,37895,17423,38700,8010,66000,26489,86223,24000,32450,93122,53000,39699,26600,33550,20074,7340,19100,93000,101700,31094,79000,13250,23150,70400,20150,21049,18600,33994,28200,14609,24728,21437,12050,55300,32400,62097,32300,37350,15450,17660,13050,64900,39800,22700,37719,24276,17350,13750,19350,26850,25840,47150,32770,80721,11650,11393,57002,27700,23273,49207,62001,6360,13850,7230,63530,11300,68400,23100,32900,29100,34770,30015,13000,41000,17100,86700,24000,43600,57389,39000,18125,42000,17200,108200,19237,68005,18658,55400,22800,41424
11/23/2023,9050,18648,25050,30000,9250,8400,58105,38158,81692,39540,37456,16444,37604,7790,61400,26131,81819,24000,31250,89927,49500,39699,24750,32500,18701,7340,18400,90800,99900,28934,77000,13500,21550,69700,19300,19868,18050,31659,28200,13673,23500,19975,11900,55900,30400,62392,31300,37350,15000,17513,12850,63300,37300,21150,35099,23887,17000,13650,19250,26000,24033,46800,32433,80323,11450,11307,56028,26600,22637,49207,58975,6800,13500,7000,63335,10950,67700,23000,30900,28200,32369,29482,12100,41500,17000,85500,22400,40550,56177,39000,17747,41300,16000,105000,18095,67319,18183,54800,22600,40815
11/24/2023,9070,18522,24850,30000,9160,8600,58006,38735,84443,39296,37018,16542,38191,7780,62500,26489,86126,24000,31900,92444,50800,39150,25000,32800,18938,7250,18700,91200,102000,29749,77500,13250,21800,68900,19550,20424,18300,31753,28100,14001,24000,20414,11800,55200,31350,61998,31400,37350,15150,17464,12850,61800,38550,22100,36483,23693,17600,13550,19250,25900,24801,46450,32144,79926,11400,11307,55833,27000,22909,48865,61513,6710,13400,6950,63821,10950,65900,23100,32000,28300,34610,29142,12300,39750,17000,86000,22650,42000,56177,39100,17747,41350,16600,106300,18710,66927,18230,55000,22600,40581
11/27/2023,9030,18354,25200,29600,9040,8400,58499,38158,82925,38850,37325,16150,38113,7600,60000,26310,84658,23200,31200,91186,49800,38050,24150,32650,18370,7010,18300,90700,99000,29147,76800,13050,21200,67000,19300,19938,18100,30819,27700,13720,23909,20121,11650,55000,31000,62195,31300,37450,14800,17220,12700,60900,38000,21800,36631,23157,17350,13350,18850,25500,24033,46200,32337,79031,11300,11480,56515,27350,22909,48694,62783,6460,13150,6850,62947,10750,68200,23050,31000,27400,34650,28415,11900,40300,16650,85800,22100,40500,55207,39800,17417,41850,16100,106000,18095,66731,18230,55100,22600,40534
11/28/2023,9040,18396,25350,29250,8980,8510,58500,38850,81976,39600,37632,16493,38152,7510,61900,26221,85734,23600,31200,91282,49750,38150,24500,32300,18701,6990,18150,91100,98800,29713,77000,12950,21500,67500,19600,20285,18050,30539,27500,14300,24273,20755,11650,54800,31000,62294,31300,37400,15000,17464,12750,61300,38000,22800,36780,23547,17450,13350,18850,25550,24395,46350,32433,78633,11300,11695,57002,27300,23228,48950,63368,6400,13300,6870,63044,10850,67400,23050,31400,28150,34650,29046,12050,39800,16750,85800,22650,40650,55207,40750,17653,42400,16250,106500,18271,67123,18373,55000,22800,40581
11/29/2023,9090,18522,25150,29550,9110,8620,58200,39300,82925,39700,37413,16737,38308,7500,61900,26310,88768,24200,31550,92734,51500,38850,25050,32600,18843,7010,18100,91700,99800,30386,77800,13200,21900,70000,19850,20355,18050,31005,27650,14400,24546,21193,11850,55100,31000,62490,31550,37300,15200,17464,12800,62900,38800,22900,36879,23449,18100,13600,19000,26950,24666,46800,34454,79429,11300,11825,56613,28550,23637,49293,64638,6490,13250,6880,63821,10850,67600,23050,31600,27800,34290,28997,12250,41450,16850,85100,22950,41850,55207,41200,17747,42550,16450,106800,18490,67025,18278,55200,23200,41612
11/30/2023,9070,18438,25000,29200,9050,8620,58200,38850,82356,39000,37018,16591,38269,7510,62000,26300,90040,24700,32000,91476,50500,38500,24700,32950,18938,6950,18200,91900,102400,29961,76500,13250,21500,70200,20000,20320,18000,30398,27600,14150,24137,20901,12200,54800,31100,58948,31200,38700,15300,17416,12800,60500,38500,23000,36582,23401,17700,13350,19000,26700,24575,47150,33780,80025,11250,12084,56125,28000,23818,48865,63466,6400,13200,6920,63335,10800,72300,22600,31300,27500,34490,28609,12450,41200,17000,84700,22700,41500,53348,41300,17653,41750,16400,102000,18402,66045,18135,55100,22100,42174
12/1/2023,9070,18438,24950,29600,9030,8580,58200,39400,82735,39700,37413,16542,38191,7520,62500,26300,88768,25100,32000,92057,51500,38100,25100,33200,18796,6930,18300,92400,103000,30386,77700,13250,21800,70200,20150,20494,18200,30772,27350,14650,24455,21193,12250,54800,31550,61998,31550,38750,15300,17416,12800,61500,38750,22900,36780,23255,17700,13350,19000,26950,24395,47350,33876,79826,11300,12429,56028,28350,24000,49036,63466,6420,13900,6960,63335,10850,72800,22700,32000,27500,34730,28852,12200,41200,17100,85000,22700,42300,54560,40900,17889,42100,16700,105400,18754,67025,18325,55200,22800,42596
12/4/2023,9240,18732,25000,30800,9300,9180,59200,39800,87384,40000,37413,17276,37878,7800,65500,26550,88964,25650,33200,94380,53400,38450,26550,34000,19553,7170,18700,93600,103000,31519,79000,13550,23300,70600,20600,21536,18500,31939,27900,15500,25000,21680,12700,55300,32850,61408,32600,38800,15300,17660,13000,62200,39950,23850,37867,23644,18150,13550,19550,28000,25614,48200,34165,80025,11550,12861,56223,28800,24364,49635,63173,6590,14100,7170,63335,11100,72900,22750,33600,28200,35970,29288,12750,41200,17200,86000,24250,43900,55611,41300,18078,42950,17800,105800,19940,67417,18515,56000,23000,42643
12/5/2023,9340,18606,24850,30900,9250,9400,63300,39650,86246,39800,37456,17276,38250,7800,64400,26500,87692,25650,32850,94186,52000,38450,26500,33600,19980,7240,18550,94800,101800,31307,79000,13600,23550,70200,20600,21362,18450,31939,28300,15300,24773,21729,12800,55000,32850,61014,32100,39000,15350,17660,12900,61400,40000,23550,37175,24228,18200,13650,19450,27500,25253,48400,34213,79528,11450,12731,57100,28750,24091,50747,62490,6550,13950,7190,63335,10950,73000,22700,33300,27800,35570,29142,12500,41000,17050,85400,24500,43600,57389,40500,18078,42800,17700,105100,19808,66731,18183,55200,22850,42549
12/6/2023,9800,18732,25000,32050,9890,9600,66000,40000,87005,40050,37720,17716,39000,8340,65700,26650,86811,25850,33300,94864,53900,38500,27250,34000,20169,7740,18900,95000,101800,31449,79800,13700,23950,70500,20800,21883,18600,32500,29300,15800,25091,22119,12750,55200,33050,60817,32050,39100,15750,17709,13000,62100,40950,23700,37768,24228,18300,14000,20350,27850,26021,48400,34550,79627,11550,12774,57490,29100,24546,50319,63661,6700,14000,7420,63335,11000,71900,22700,33600,28100,35330,29482,12850,41800,17450,85900,24800,44000,61350,40450,18125,42800,18050,105800,19984,67123,18420,55400,22900,41987
12/7/2023,9700,18816,24650,31500,10250,9550,64800,40600,86436,39600,37018,17227,38600,8710,65700,26900,88572,25200,32550,94090,53000,38500,26450,33600,19411,8100,19050,94300,101900,30280,77900,13550,23400,70400,20200,21431,18700,31472,29000,15700,25091,21875,12500,55200,32200,61408,31700,39050,16000,17856,13000,63500,40850,23300,36730,24130,17500,14100,20000,27000,25885,48300,33828,78037,11500,12645,57392,28250,23909,49635,64052,6610,13650,7500,63238,11050,70200,22700,32850,28550,34570,29918,12700,41000,17550,85200,24500,42500,61269,39700,18219,42800,17450,105700,19325,67025,18658,55500,22800,41987
12/8/2023,9580,18816,24650,31300,10000,9180,65000,41900,87290,39550,37106,17031,38950,8480,64300,26900,88572,25450,32350,94670,53200,38200,26750,33700,18938,7830,19100,94200,101100,29890,77600,13450,23350,70400,20050,21536,18750,31146,28700,15650,25182,21534,12400,55200,32550,62195,31750,39150,16350,17807,13050,66200,42600,23300,36483,24179,17600,14100,20050,27500,25930,48050,34310,78136,11650,12602,56905,28500,23637,50662,64052,6600,13500,7340,63627,11000,69000,22700,32600,28200,34410,30015,12950,40200,17450,85000,24200,41800,60542,39650,18267,42950,17200,104200,19061,67613,18610,55700,23350,42408
12/11/2023,9670,18816,24700,32200,10200,9080,65100,41400,86625,40050,37062,17031,38850,8300,63800,26850,87692,25700,32450,94670,53200,38150,26350,33750,18323,7650,19000,95000,99100,29961,78300,13300,23050,70500,20350,22230,18750,31005,28100,15550,25000,21144,12500,55200,32450,61998,31400,39150,16200,17758,12950,67500,42500,23250,35989,24082,17600,13900,20000,27250,25117,48150,34310,79528,11600,12602,56125,28450,23546,50234,63954,6530,13700,7280,63918,11150,70100,22650,32700,27850,34770,29918,12800,41800,17350,84200,24400,42400,61269,41000,18125,44050,17100,104200,19281,68593,18420,55700,23650,42643
12/12/2023,9650,18900,24800,32050,10350,9260,64400,41900,86720,40100,36842,17080,39000,8390,64100,27000,89355,26150,32900,93896,52600,38300,26350,34100,18417,7730,19000,96800,101500,30103,78200,13450,23150,70600,20350,22022,18800,31099,28400,15450,25409,21193,12450,55500,32200,61703,31400,39250,16050,17856,12950,66200,42500,23350,36483,23984,17700,13900,20100,28000,24440,48100,34117,79826,11600,12602,56710,28550,24000,50491,63466,6670,13650,7410,63724,11100,71000,22650,32600,28000,34810,30112,12950,41800,17350,84200,24400,41950,61593,41050,18125,44250,17100,104500,19369,68005,18468,55300,23650,42643
12/13/2023,9470,18732,24600,31000,10050,9050,63900,41600,85866,40500,36755,16835,38900,8190,62400,26750,87496,25600,32500,92831,51500,37550,25800,33600,18086,7560,19000,95200,100000,29749,76900,13300,22700,68900,19950,21570,18850,30398,28000,15300,24864,20560,12150,56500,31450,61605,31200,39000,15800,17660,12750,65800,41700,22700,35791,23644,17000,13650,19900,27450,23807,47400,33395,79926,11400,12559,56808,27500,23318,49378,62490,6600,13350,7200,63335,10900,69600,22600,32000,27450,33850,29579,12650,41800,17000,83700,24600,40900,61108,40750,17983,43900,16600,105000,18973,66829,18230,55400,23000,42174
12/14/2023,9320,18900,24600,30550,9960,8980,63700,41600,85392,40150,36492,16493,38900,8170,62100,26750,86713,25000,31900,91960,49800,37400,25100,33200,18250,7410,18500,96200,100000,29749,76900,13100,22350,68200,19850,21362,18900,29698,27900,15050,24591,20462,12100,57500,31000,61801,30650,39150,15650,17660,12800,65000,41600,22800,35445,23449,16300,13550,19700,27350,23581,47400,33058,79130,11300,12515,56125,27200,23000,48865,61513,6520,13300,7150,63141,10800,68700,22600,32000,27100,33570,29627,12500,41500,16900,84400,24000,40500,59572,40300,17842,43800,16450,105300,18842,67025,18041,55000,22850,42174
12/15/2023,9340,19110,24600,30300,9990,8930,62000,41500,84538,39500,36404,16346,39000,8160,62000,26700,85734,25400,31500,90314,50700,37500,25200,32750,18650,7540,18250,96200,100800,30103,76000,13100,22250,68000,19900,21883,19000,29791,27850,15100,24364,20316,12050,57900,30700,61014,30350,39250,15700,17660,12700,63000,40750,23250,35297,23449,16900,13400,19350,27350,23762,47300,33010,78733,11200,12515,56515,27000,23000,48522,61318,6430,13200,7100,64112,10800,68700,22600,31800,27100,33530,29676,12550,42600,16950,82200,23700,40500,58925,39900,17747,43700,16500,103000,19149,66731,17756,54500,22550,41612
12/18/2023,9010,19152,25150,29600,9920,8700,60700,41000,83684,39050,35614,15954,39100,8020,63600,26050,84755,25200,30900,90798,49500,36000,25450,32800,18650,7470,17900,94000,100600,30386,75500,13150,21950,68500,19450,21536,18400,29698,27800,15050,24182,20219,11950,57000,30150,61703,30300,39150,15450,17611,12700,62900,39600,22750,35890,23206,16400,13150,19000,27400,23762,47200,32625,79031,11100,12602,56223,27000,22909,48608,60049,6560,13200,7000,64112,10700,70300,22600,31700,26300,33850,29142,12900,41100,16900,81500,23350,40950,56662,39900,17511,43200,16400,105000,18930,65653,17471,54000,22600,41612
12/19/2023,9140,19362,25000,30000,9870,8880,61000,41200,83779,39200,35527,16150,38900,8050,63800,26500,85049,25300,31150,92300,50700,36150,25850,32800,18950,7300,18300,94600,99700,31165,75000,13150,22400,68500,19600,21883,18950,30072,27800,15250,24728,20950,12000,57000,30900,61900,30100,39250,15300,17758,12650,62200,40650,24000,36186,22963,16800,13200,19100,27900,23943,47500,32673,78932,11200,12559,56223,27500,23409,48180,60732,6550,13200,7010,64112,10700,70200,22600,32150,26600,34330,29676,12850,41200,17000,81200,23800,41350,58198,39500,17606,43200,16800,104300,19149,65653,17376,54200,22700,41612
12/20/2023,9250,19488,25000,30250,9970,8880,61300,41300,87669,39350,35658,16297,38900,8140,63800,26550,85049,25700,31350,91600,51500,36700,25800,32700,19150,7250,18450,94700,101500,31024,75200,13250,22600,68500,19750,22682,18800,30072,27750,15250,24728,20950,12000,57200,31500,61900,29800,39350,15400,17758,12550,63900,42400,24000,36088,23011,16750,13200,19300,27800,23852,47650,33107,79826,11300,12904,56223,28000,24046,48180,60537,6450,13450,7120,64598,10700,67700,22600,32300,26950,34330,29433,13150,41200,16900,81100,24200,41500,57955,39950,17653,43250,16950,104300,19281,66731,17328,54500,23000,42361
12/21/2023,9240,19530,24950,30750,10050,8800,61800,41800,88713,39350,35439,16346,39150,8160,63900,26550,84951,26450,31350,91000,51500,37300,26150,32750,19200,7250,18300,95100,101900,31024,74700,13200,22600,68000,19900,22717,18750,30165,28800,15350,24728,21193,12000,56500,31100,61998,30050,39250,15350,17758,12600,63700,42650,24300,36285,23060,16600,13250,19400,28450,23852,47600,32722,83405,11300,12861,56710,28050,24091,48351,60537,6420,13250,7180,64695,10650,69500,22600,32200,26600,34170,29724,13200,43000,16900,80900,24050,41400,59329,40200,17700,43200,16850,105300,19105,66437,17281,54500,22950,43111
12/22/2023,9240,19488,24900,30750,9980,8870,61800,42450,94880,38900,35132,16199,39600,8100,65200,26450,87496,26200,31600,90500,51400,37900,25800,32550,18750,7250,18300,94600,102500,31165,74700,13100,22700,68300,20250,22508,18950,30165,29100,15100,24591,21047,12000,57000,31100,61998,30050,39300,15600,17905,12600,63000,42350,24300,36285,22817,16600,13100,19500,28500,24214,47500,32529,83306,11250,12947,57002,27800,24182,47752,60049,6400,13300,7130,64112,10700,69000,22600,32350,27200,34970,29676,13150,45000,16900,80900,24100,41000,58521,40300,17700,43150,16700,106200,18886,66241,17233,54500,22950,43392
12/25/2023,9330,19614,25000,31000,10150,9050,61900,43200,100004,39300,35088,16444,40400,8440,65800,26900,90040,26300,31800,91800,52800,38100,26600,32900,18950,7380,18250,96000,103900,31307,76500,13300,23200,73000,20200,22786,19150,30539,29250,15200,24955,21388,12100,57000,31600,61998,30300,39350,15600,18003,12700,66400,42650,24100,37274,23255,16900,13200,20000,28700,24891,47550,33347,84001,11300,12861,58854,28300,24818,48009,60537,6420,13400,7210,63918,10750,69800,22650,32550,27500,35210,30015,13150,45000,17050,81800,24500,41250,59248,41200,17983,43400,16900,107800,19061,66535,17566,55100,23400,43392
12/26/2023,9310,19530,24850,31200,10250,9010,62300,43000,100383,39500,34913,16591,41000,8500,69500,26800,89551,26850,32450,93900,52500,37950,26750,33100,19100,7470,18250,97200,103400,31590,76400,13300,23450,71500,20300,22751,19200,30772,28700,15550,25273,21534,12100,56700,31700,62392,30700,39450,15650,18051,12700,66200,42700,24200,37175,23255,16900,13250,19950,28750,25117,48700,33155,85095,11250,12883,57782,28100,24409,47752,61220,6400,13400,7250,63821,10700,70300,22700,32750,27500,36090,29870,13200,43150,17000,82800,24600,42000,60057,41900,18078,43550,17100,108000,19193,66633,17566,55100,23300,43580
12/27/2023,9400,19572,25100,31050,10200,8850,62600,43000,100573,39550,35307,16444,41000,8400,69700,26850,88866,27250,32300,94100,52500,37850,26550,33400,18900,7460,18250,96900,103100,31661,76300,13250,23350,71800,20250,23203,19300,30772,27600,15450,25228,21875,12100,55900,31500,61998,30650,39550,15700,18003,12800,67000,42850,24100,36681,22914,16800,13300,19900,28200,24982,49500,33155,84797,11150,12971,57490,28300,24182,48266,60634,6430,13250,7160,64987,10750,69700,22650,32800,27400,35690,29918,13250,45000,17350,82700,24450,42050,59976,41900,18125,43600,17100,107900,19325,66636,17566,55000,23250,44798
12/28/2023,9420,19950,25200,30950,10400,8800,62700,42700,100763,39600,35834,16493,41200,8400,68600,27100,88279,27300,31850,94000,52200,38200,26700,33150,19050,7460,18350,96600,105200,31696,76000,13200,23400,72000,20300,23620,19350,30492,27550,15400,25409,22119,12000,56000,31500,61998,30650,39600,15800,18149,12800,67000,43050,24550,36582,23352,16700,13300,20200,27800,25027,49400,33203,84300,11250,13015,57490,28000,23955,48266,60732,6550,13350,7090,65570,10800,70400,23650,33000,27600,35250,30549,13250,45000,17300,82800,24500,42700,60138,43700,18550,44450,17100,108000,19457,67623,17851,54800,23500,45000
12/29/2023,9450,20076,26500,31100,10400,8820,62900,43400,98960,39500,36141,16884,43500,8600,68800,27100,89845,27400,32400,94400,52300,38000,26750,33300,19350,7500,18350,96100,107000,31626,75500,12850,23600,70500,21200,23759,20300,30492,27600,15450,25409,22216,12000,56600,31750,61998,31400,39650,15750,18247,13000,67000,42800,24650,36236,23839,17050,13300,20200,28800,25162,49700,33203,85493,11250,12971,57490,28300,24000,48608,61513,6560,13200,7400,69844,10800,69400,23900,32800,27950,35690,30840,13200,45000,17400,80300,24700,42750,60138,43200,18503,44600,17100,108000,19544,66735,18230,55000,23300,44800
1/2/2024,9430,20538,26250,31000,10250,8330,61900,43000,103419,39600,35702,16835,44100,8540,67700,27200,89747,27500,32350,93800,52300,38000,26000,34000,19050,7420,18450,95900,105300,30634,75600,12900,22150,71700,20950,24700,19900,30025,27000,15600,24955,21583,12000,57000,31550,61998,30850,39700,16050,18443,13000,68400,42450,23750,36186,23936,16750,13450,20400,28200,24395,49200,33251,85493,11250,13059,57197,28000,24273,49207,62001,6560,13300,7250,67998,10950,70000,23950,32500,27750,34410,31131,13000,44000,17300,83500,24400,42300,60784,43000,18691,44000,16400,107000,19457,67426,17898,54600,23100,45300
1/3/2024,9620,21000,26250,31700,10500,8400,61500,43800,101522,39800,35790,17129,44150,8590,71000,27600,89551,27250,32500,94000,55900,38300,26300,33950,19150,7540,18800,96300,105000,30811,76000,12950,22550,72000,21600,24800,20000,30305,26500,16200,25273,22070,12400,59200,31900,61998,30800,39400,16250,18736,13050,68900,43200,24200,36582,24130,16800,13850,20600,28450,24846,50000,33588,85493,11400,13147,56900,28200,24273,49293,62001,6630,13300,7280,69000,11250,70000,23300,32950,28500,34210,31615,13050,44000,17450,84500,25100,42700,61027,43400,18975,44150,16650,107700,19632,68117,18135,55100,23250,46500
