TradingDate,AAA,ACB,AGG,ANV,ASM,BCG,BCM,BID,BMP,BVH,BWE,CII,CMG,CRE,CTD,CTG,CTR,DBC,DCM,DGC,DGW,DHC,DIG,DPM,DXG,DXS,EIB,FPT,FRT,FTS,GAS,GEG,GEX,GMD,GVR,HCM,HDB,HDC,HDG,HHV,HPG,HSG,HT1,IMP,KBC,KDC,KDH,KOS,LPB,MBB,MSB,MSN,MWG,NKG,NLG,NT2,NVL,OCB,PAN,PC1,PDR,PHR,PLX,PNJ,POW,PPC,PTB,PVD,PVT,REE,SAB,SAM,SBT,SCR,SCS,SHB,SJS,SSB,SSI,STB,SZC,TCB,TCH,TMS,TPB,VCB,VCG,VCI,VHC,VHM,VIB,VIC,VIX,VJC,VND,VNM,VPB,VPI,VRE,VSH
4/29/2022,14050,18355,36409,42939,17441,17139,84071,33056,47310,56863,45432,22603,36848,18495,41625,24833,77060,29620,33268,100774,75298,60273,53281,52097,34657,19156,21187,72823,89696,24438,82988,19135,27551,51459,27605,17725,16698,44110,38398,15391,29791,22310,17521,67823,32850,50625,39588,36500,11078,20608,17615,115153,73411,30044,45326,19534,82000,15934,25600,29794,56107,61575,43548,77477,13150,15139,71656,18455,18243,52546,76870,12932,16142,15372,85323,12010,80200,25604,29160,27700,38373,42671,13136,73579,21753,68498,23160,30888,81878,63154,23428,80000,12041,129900,26680,66813,22145,54574,30900,27625
5/4/2022,13800,17822,36364,44245,17843,17735,82211,33056,46619,57687,45773,21550,36222,18465,43350,24162,73575,27572,30944,100147,73998,58254,50002,48464,32857,17877,20728,72476,90384,22861,84554,19847,27307,53446,26840,17157,16368,42317,36332,15931,28896,20773,18683,66079,32250,50625,38431,35900,11348,19986,17538,112274,73559,28637,45950,20100,80500,15367,26600,30626,55565,60080,44138,77692,14050,15139,72110,18637,18422,52928,77534,12500,16566,14909,83805,12305,80500,25256,27813,26750,36474,40732,12728,75920,20718,67651,24780,30117,81878,62668,22012,79700,11691,130300,25820,65282,21602,54218,29950,28259
5/5/2022,13400,17794,35955,42472,17128,17437,84169,33899,45774,58603,45858,21071,36791,18553,42375,24968,68463,27572,31417,99059,72535,58254,47625,48773,33142,17908,21151,72615,87404,23551,85650,19491,27845,52689,26983,16723,16599,40046,36532,15599,28931,19433,18497,64703,32100,50333,38100,35750,11112,20055,17538,118131,73509,28074,46142,19839,81200,15767,26100,30399,55565,60696,43186,78911,14150,15060,70229,18637,18422,52418,80332,12115,16524,14909,83093,12157,80000,25221,26944,26900,36016,41313,12606,76722,22142,68583,24899,29345,81090,66846,22774,80000,11652,130800,24959,64922,21451,55198,30300,27921
5/6/2022,12850,17401,35546,45412,17128,17053,78786,32834,44929,58420,43130,19730,35938,18495,40125,24162,64281,26477,30815,96633,67497,57656,44346,49237,30822,17284,20904,69494,81328,22171,85963,18957,25939,53067,25644,15555,15873,37296,33999,14850,28759,20497,17288,65712,30825,50040,38100,35400,10605,19363,17230,116146,72132,27752,47535,19534,80800,14801,24900,29681,55114,58057,41552,76401,13900,14900,68738,17364,17299,54841,79431,11538,15717,14168,82476,11421,79000,24594,25075,25500,34313,40247,12076,75920,21753,67228,23318,27325,83137,66749,22120,79800,10837,128000,23238,63211,20606,53950,29600,29821
5/9/2022,12000,17176,34546,42238,15965,15860,73305,30571,42625,54391,40147,18389,35540,17375,37350,22507,59789,24667,28663,89898,62784,53917,41313,45836,28691,16099,20763,65194,75654,20619,82127,17667,24132,50608,23874,14487,15180,34726,31632,13852,27486,19078,16080,62959,30000,49455,35455,35000,9896,18118,16038,114061,67113,25821,44222,18229,78500,13767,23200,27639,53578,54010,38649,71092,12950,14263,63939,16182,16131,51653,75922,10769,14655,13196,80720,10684,74700,24037,23337,23750,31923,37434,11260,70635,20459,65958,21697,25416,77390,66069,21249,79100,10099,124000,21646,63031,19188,53058,28200,27752
5/10/2022,12200,17289,34364,45179,16681,16968,78394,31769,43470,54940,42235,18389,34914,17434,36600,22551,62345,23715,26683,88685,63380,56086,43444,42667,28786,15100,20763,68246,70496,20299,84554,18646,23448,52027,23682,15221,15873,32335,30732,13768,28277,19393,16312,61490,30113,48772,35868,35000,10065,18706,16115,115252,68934,25821,46862,18838,79000,13201,23700,27980,55927,55682,38740,73890,13300,14183,65106,17273,16805,55224,78198,11442,14018,12686,80673,10831,72500,25082,24250,23900,33134,37531,11219,70635,21559,67736,21697,25856,80303,67915,20922,80400,9710,129100,21990,63571,20093,53415,28100,28301
5/11/2022,12400,17738,34364,44805,16457,17394,82896,32035,43747,53567,44238,19634,35426,18259,37200,23894,61958,24000,27888,88685,62730,56310,46477,44213,29354,15319,22211,70673,72330,20003,85258,18913,23253,53446,23539,15154,16005,34547,31332,13935,27967,19314,15987,61490,30900,49747,36034,34900,10065,19017,16153,111083,69376,25620,47631,19360,78700,13267,23800,28433,54842,55682,37651,76759,13200,14542,67181,17273,17029,59050,77534,12019,14103,13149,79012,10794,73200,25082,24076,23550,33396,37822,11341,70502,21656,67736,21974,25489,79516,68498,21494,80500,9710,126500,21775,62581,20154,53415,28900,29315
5/12/2022,11550,16559,34364,41678,15339,16201,77122,29817,42882,49904,41596,18868,33550,18288,34613,22373,57621,22334,25951,82494,58342,55712,43280,41121,27318,14258,22317,66304,67286,18624,82675,17711,21641,52878,21912,14120,15147,32156,29166,12978,26316,17974,14872,61123,29250,49552,34918,34800,9390,17738,15038,103340,66129,23850,44654,18273,75300,12367,22150,26467,51500,51811,35020,72527,12300,14064,64847,16091,15861,55479,78198,11201,13126,12270,79249,10094,72600,24385,22424,21950,31104,35204,10566,66020,20459,65196,20472,23726,74005,66943,19996,79000,9050,124800,20268,59879,18766,53058,26900,27287
5/13/2022,10750,15436,34364,38785,14266,15092,71739,28219,41938,46425,40914,17623,32355,17906,32213,21388,53593,20810,24144,76721,54280,55939,40288,38261,25424,13291,22105,64917,62587,17343,78291,16688,20126,49189,20381,13218,14652,29945,27132,12105,24699,16752,13849,57177,27225,48772,32480,35000,8748,16666,13999,96193,61553,22201,42061,17490,75000,11534,20600,24614,48428,48205,33886,69944,11450,13825,61929,15000,14873,51653,77155,10432,12234,11436,76877,9431,70400,24141,22424,20450,28943,32779,9832,63545,19423,61809,19049,22073,68887,66069,18610,78000,8428,125900,18891,59519,17499,52523,25300,25386
5/16/2022,10800,15492,34364,36078,13282,15348,66748,28574,41702,43861,40573,17910,30706,17906,32363,21970,53593,20000,22465,75340,50488,55710,39755,35594,23673,12386,21963,64639,58231,16160,74376,16732,19247,45784,20907,14120,14850,30004,25266,11397,24975,15609,13803,57177,27188,48577,32480,34900,8849,17012,14038,89542,60520,20673,42925,18142,75000,11534,19600,22913,49331,48381,35474,70303,11600,14064,62253,15727,15906,48082,74831,10480,12488,10649,76877,8952,70400,24246,23728,19050,28812,31615,9750,61472,20070,62825,19010,22808,64085,63931,18794,77000,8545,126000,19494,59249,17499,52523,26250,23612
5/17/2022,11550,16419,35000,38598,14176,16414,68509,30571,42488,46882,42619,19155,32412,18612,34613,23491,57311,21381,24015,80611,54009,56015,42460,38068,24809,13228,22246,69147,62300,17269,78995,17889,20566,48905,22343,15088,15840,32096,27032,12188,26282,16673,14732,60573,28875,48870,34463,35200,9457,18188,14961,95796,64751,22081,45134,19012,78300,12334,20950,24501,51500,51723,37923,73961,12400,14462,63550,16818,16984,51405,78483,11201,13338,11390,80673,9579,70000,24246,25336,20350,30810,33798,10403,62341,21365,64349,20314,24387,68494,65000,19566,78000,9128,128000,20828,63031,18706,54396,27400,25260
5/18/2022,11800,16250,34546,39205,14489,16456,73305,30970,43590,46425,42278,19155,33550,18612,35850,23804,58782,21762,25693,84920,57746,56473,45411,40503,25282,14133,22246,67760,65051,18205,82205,18423,21396,48432,22343,15288,15840,33232,28899,12396,26282,16870,15197,60114,30000,48967,34298,35400,9997,18430,15076,102447,65686,23328,44654,18795,78300,12634,21000,24199,50415,52691,37560,73244,12650,14422,62901,17137,16939,53532,76586,11298,13720,11668,80673,10242,70000,24246,24901,21750,31726,34961,10648,61538,20847,63841,20788,26077,71643,65000,19566,78000,9749,125700,21301,63301,18675,53504,27400,26104
5/19/2022,11800,16054,34364,39205,14445,16712,74186,30748,43197,45875,41596,18628,32014,18642,35813,23357,59557,21858,27027,89940,57909,56320,45411,41353,24146,14289,21469,67275,63045,18353,82831,19669,21494,48243,21960,15588,16038,33531,30632,12313,26075,16516,14918,60940,30750,48772,34298,35300,9829,18499,15076,109594,65440,23086,44942,18751,78000,13467,21000,24955,48789,52427,36744,73244,12800,14143,63550,18318,17524,56099,77250,11201,13720,11575,80621,10647,71800,24106,24771,21750,31497,34719,10566,61538,20167,64349,21421,27399,71643,65097,18978,77900,9827,125300,21689,62130,18374,53504,27400,27456
5/20/2022,12100,16306,34364,38131,14579,16968,74382,30615,43118,45967,41383,19921,33265,18671,35850,23178,61028,22667,28060,89103,58505,56473,48280,42899,25519,14227,21822,67622,62185,18230,81814,19358,21885,47108,22678,15421,16071,35145,31065,12479,25903,16949,15244,60940,30750,48772,34216,35000,9862,18672,14922,107013,65932,23891,45038,18882,77800,13534,21300,25257,48608,53043,36744,76042,12800,14103,66468,18318,17434,55879,74215,11346,13720,11853,78544,10868,72800,24280,24728,21600,32087,34622,10852,60134,20329,63757,21658,27252,70147,64903,19015,77800,9866,125300,21172,61320,18464,52702,27350,27372
5/23/2022,11900,15970,34364,39578,15115,16968,69586,29595,43590,46516,41425,19921,32697,18318,34838,22373,60022,22096,28663,89772,58613,55023,44920,42512,23957,13384,21787,66928,63905,16998,81031,18512,20517,47770,22678,14353,15972,32694,30665,12396,25284,16673,14918,60664,30750,49065,33802,34700,9727,18188,14615,103737,64358,24132,43693,18838,76400,13334,20850,24652,47886,53043,36517,74966,12750,14103,67246,18864,17524,53899,73077,10769,13593,11205,81152,10684,72800,24037,23033,20350,31235,33798,10322,56321,19423,62994,21737,25930,71249,64806,18242,77400,9283,125000,20053,59699,17680,52523,27350,26189
5/24/2022,12000,16166,34364,41072,15607,17480,72424,29950,44062,46608,41340,20975,31730,18230,34350,23267,60409,22143,29351,93286,60672,54870,47543,42512,25093,13447,22317,68107,65280,17294,82831,18957,21201,48621,23108,15221,16236,34666,30799,12479,24011,15924,14825,61674,31350,51893,33141,33900,9862,18568,14615,108204,65440,22805,44724,18969,77200,13401,20900,24501,48066,53307,36290,77405,12850,14024,66338,18727,17344,54999,73029,10865,13253,11482,80572,10610,72200,23723,24423,21750,31432,34185,10362,58127,20005,64011,21488,26995,74005,65000,18757,77600,9322,125300,20656,62040,18102,51275,28100,26189
5/25/2022,12600,16840,34546,43919,16502,18631,73012,30970,44928,48347,43471,21693,33550,18612,36750,24073,64126,22524,31374,95587,64897,54947,49264,45450,26087,13821,22952,72823,69808,18205,84867,20248,22666,51554,24256,16022,16929,36400,32299,13352,23702,16713,15476,62893,32850,53259,33802,34000,10268,19398,15230,109693,68392,23931,45696,19578,78900,13601,21800,26202,47705,56034,37560,82785,13400,14103,67506,20000,18557,58812,73029,11586,13805,12270,81152,11200,72000,23723,25032,22750,33593,35398,11056,61873,20653,65196,22686,28648,79122,65972,19382,77700,9943,125700,21344,64742,19007,54663,29450,26907
5/26/2022,12750,17036,34864,44339,16144,18247,72816,31148,46659,48988,42534,21023,33550,18730,37050,23894,63429,24096,30384,94081,66035,54947,48362,43672,25756,13813,22952,73239,71356,18599,84241,20292,23057,50797,24256,16323,16863,37236,33665,13394,24080,17107,15801,62893,32963,53259,34257,33900,10268,19121,15192,107807,68392,24212,45939,19360,78000,13434,22200,26996,48428,55330,38604,81996,13150,14183,70420,19909,18557,61452,72555,12067,14740,12270,80717,11126,72000,23862,25597,22400,33986,35592,11341,62207,20459,64942,22232,28795,80303,66749,19272,77700,10099,125000,21389,64201,18736,54753,29600,27794
5/27/2022,12650,17850,34819,47419,16278,17778,71935,31325,46659,49080,42789,21023,34573,18730,37050,24162,63816,24953,30384,89521,68797,54565,49346,43904,25850,13992,24082,77539,76113,18698,86120,20203,22960,52311,24400,16156,17028,37356,33665,13477,24390,18289,15801,65427,33225,53259,35166,33650,10166,19363,15846,109197,72181,24977,46474,19404,78400,13534,23300,26921,49060,55682,38649,87735,13350,14342,71789,20091,18377,65705,73029,11923,14995,12316,81104,11200,72400,24106,25988,22250,34444,36319,11382,62207,20912,65535,22273,29015,80697,67721,19750,78000,10137,127000,21477,65732,18766,54396,29800,28470
5/30/2022,12750,17934,36273,49193,16323,17949,71446,31725,46659,48988,43471,20927,34573,19113,38175,24431,63429,24953,29997,89940,68797,54489,50330,43672,26703,14495,24012,77193,74966,18624,86120,20604,23448,53540,24352,16156,17061,37356,33665,13519,24390,18171,15848,62893,33150,56966,35042,33650,10335,19432,15922,109197,71443,24936,46474,19839,78700,13567,23200,27866,49964,57177,39375,86444,13450,14103,74708,20182,18602,69445,72745,12067,15037,12686,80911,11163,72800,23897,25988,22800,34247,36610,11341,60669,21365,66043,22314,28831,81090,68498,20008,78500,10176,132500,21916,65282,19068,54842,29950,30430
5/31/2022,12600,17710,35819,49286,16099,17906,71543,31325,47052,48164,43983,21262,34232,19113,40800,24968,63274,24762,32063,93537,69339,54031,49510,46068,26182,14423,23447,76222,71012,18353,92148,21360,23204,52784,24113,15855,17226,36459,34265,13560,23874,17974,15848,63738,33375,60867,34753,33400,10133,19190,15769,111579,71295,24092,46425,20361,78000,13267,22850,28017,49512,58057,39919,82426,13550,14263,74160,20818,19231,66365,72792,11730,14867,12547,81152,10905,72800,23549,25771,22350,34706,36028,11137,60201,20944,66805,22521,28648,80933,69600,19713,78800,10176,130900,22180,64562,18706,54842,30150,31344
6/1/2022,12500,17457,35364,52646,17083,18119,71739,31192,47052,48439,43897,21358,33152,18907,41400,24833,62268,23762,33741,96131,69556,54260,47952,47846,25566,13992,22952,77539,75368,17885,94732,21805,22862,55338,24065,15922,17259,36459,33665,13602,23633,17816,16080,62142,33375,61160,34711,33300,10099,19087,15692,114161,71590,23167,45161,20883,78000,13334,23250,29114,49241,57705,40373,84148,13950,15219,73066,21546,20085,70032,72603,11538,14910,12316,81587,10942,72300,23340,25684,22250,35164,35737,11137,60870,20718,68159,22645,28831,86523,70300,19493,79300,10060,131300,22355,64742,18615,56179,30050,32214
6/2/2022,12450,17787,34546,53206,16904,17650,70565,30793,46973,49538,46795,20688,33493,18112,42450,24833,64668,24953,33397,97721,70910,54183,45657,47537,24477,14100,22564,77331,77947,18082,93088,21316,21885,54392,24687,15555,17160,35563,32599,13436,22807,17068,16034,62142,33300,60965,33885,33100,9862,18810,15153,113466,72673,23167,43751,20274,78900,13134,22950,28358,48970,58936,39466,88381,13550,14581,75711,20909,19366,67758,72555,11009,14782,11714,81152,10757,70800,23549,25206,21550,36605,35301,10689,60870,20718,66889,21984,28795,86995,69500,19346,78900,9866,128700,21828,64021,18253,55912,29950,32214
6/3/2022,12450,17752,34364,56754,16904,17565,69978,30482,46973,49629,47136,20257,34687,17758,43200,24520,64204,24334,35032,104490,69772,54107,46887,49392,23673,14423,22246,79065,78061,18230,97237,21672,21592,55338,23921,15722,16764,35981,32299,13103,22979,17422,15708,61954,33450,61940,33720,33100,9727,18948,15076,111977,75379,23800,42925,20448,77500,13001,22650,28433,48518,59816,39466,88381,13500,14542,76623,20909,19456,68198,73598,11009,14655,11529,82118,10647,72000,23549,25423,21150,36539,35349,10566,58930,20620,65619,21323,28758,90144,69400,19198,78800,9749,127000,21389,63301,18555,55555,29950,32650
6/6/2022,12250,17752,34364,52833,16457,17053,67824,30349,46580,49538,46966,19155,34346,17611,43125,24341,67302,23810,37227,107214,70423,53420,43608,52174,22015,14351,22211,78372,77546,18378,101699,22606,21103,56567,24065,15522,16698,34069,33399,12853,22911,16949,15569,61016,32813,61940,33596,32700,9727,18845,15230,116146,76117,22700,41904,21840,76300,12834,22800,30399,48518,60696,40736,89672,13800,14940,75893,20546,19635,67318,75163,10673,14570,11019,80959,10352,70500,23514,25206,20500,36343,34961,10281,60201,19876,67482,20744,28941,85814,69300,19235,78500,9400,127600,21169,63751,18464,54842,29950,33999
6/7/2022,12050,17506,34364,55260,17441,16840,69880,29817,46029,51369,47989,19921,34118,17110,41550,24520,69548,23143,36582,113387,70423,52733,43362,52174,20500,14100,21540,80175,82925,18082,101778,23051,22324,58081,24208,15221,16698,33591,35732,12562,22842,16122,15429,61016,32250,61940,33389,32450,9592,18637,14999,117039,75773,21400,40057,22188,76000,12734,24350,31761,47795,61575,42369,91824,14750,15697,72974,21364,20894,70398,75827,10577,15504,10510,80862,10058,71000,23270,24510,20200,36016,35107,10362,59866,19164,68583,20414,28758,89751,68500,19125,78000,9166,126800,20994,63571,18374,54039,29900,35523
6/8/2022,12450,18032,34909,53206,18246,17181,70467,30438,46580,50728,49012,20400,34573,17699,42450,24789,70012,23810,36367,116201,75352,52733,45084,51633,21921,14351,21963,79759,88620,19338,100917,22517,22862,56851,25883,15789,17127,35922,36665,13061,22635,16555,15894,63362,33600,63404,34133,32650,10234,19329,15499,118429,75971,22300,42828,22623,76400,13067,26050,31382,47614,64654,42505,91824,15400,15697,74434,21955,20938,72085,75732,11298,15462,11205,81683,10757,73800,23549,25466,21600,37718,36125,10770,61137,19585,67059,21323,30741,85027,68500,19603,78100,9671,127000,21696,63931,19188,55288,30400,35871
6/9/2022,13300,18068,34455,54793,18290,17181,70467,30615,46973,50362,47989,20017,34687,17611,42900,24789,69005,23715,36496,114386,75406,52276,44674,51710,23436,14530,21434,79967,86635,19338,99899,22873,22960,55811,26266,15689,17028,36459,36665,13103,23255,17580,16452,61673,33600,63794,33926,32900,10301,19225,15422,117635,75674,23850,42876,24190,76500,13034,25600,32517,48066,64214,42550,92183,15900,15577,75437,21955,21073,70985,74452,11250,15377,11760,82118,10794,78800,23305,25206,22300,37456,36271,11015,63211,19455,65873,21488,30484,86601,68300,19493,78100,9710,127800,21916,63211,19007,54574,30900,36568
6/10/2022,12800,17682,34455,50966,17172,16243,69488,29994,46029,49263,45176,19155,34061,17258,42750,24252,65985,23429,33956,115293,72589,51741,42624,48155,22584,14351,21469,76291,85427,18821,92931,21805,23448,52027,24974,15021,17094,35443,34932,12812,23117,17068,16731,59795,34125,62428,33844,33000,10065,19017,15115,116146,74288,23600,41710,23058,77000,12601,25300,30513,47614,61575,40827,86587,15000,15139,72974,20727,19635,66072,74784,10769,14740,11297,82746,10536,80000,23061,24206,21900,37063,36804,10852,62542,19228,65789,21323,28648,80539,68300,19162,78000,9594,127700,21082,62581,18645,54485,30500,34391
6/13/2022,12000,16769,34364,47699,16010,15135,66552,28352,44062,45875,42278,17814,32697,16168,40200,22596,61416,21810,31589,110573,67551,48460,39673,44831,21021,13346,21822,72396,79473,17515,92383,21360,22324,48716,23252,13986,16203,32993,34332,11938,21879,15885,15569,57636,31763,59697,32976,32000,9390,17738,14076,108204,69335,21950,38793,23755,76000,11734,23700,29870,45175,57265,38105,80561,15250,14422,67866,19318,18287,63432,72555,10577,13720,10510,80669,9947,78900,22016,22555,20600,34509,34913,10118,58194,17901,64688,19835,26664,74950,66000,17838,76400,8933,124900,19632,59789,17348,54218,29000,35436
6/14/2022,12200,16910,34364,50966,15473,14581,66552,28663,42961,47066,43130,17623,32469,15785,41925,22596,64281,20286,33397,114204,65493,47391,36968,46686,21305,12916,22105,74831,77661,16357,98646,21894,22569,50230,23682,13218,16434,31857,35665,11522,20847,14781,14918,61579,32250,60965,32232,33000,8883,17634,13807,105524,71068,20700,38987,24973,76600,11634,24250,30551,45085,58057,39103,83216,15250,14143,66133,20182,18872,66365,71132,10817,13763,10140,79848,10021,79500,22992,21164,20900,33724,34670,9914,56187,17157,65196,19339,25122,77154,66000,16624,76600,8545,124800,18359,59519,17408,54574,29150,35828
6/15/2022,11850,16559,34364,54513,15071,13728,65671,28397,41544,47066,42704,16761,31844,14990,41250,21925,63894,19477,35032,114386,67064,48078,34386,47537,19838,12019,21681,76007,78869,15224,97080,21049,21006,49662,22056,12317,16170,29646,34665,10773,20227,13757,14128,62893,32175,60965,31488,32700,8376,17219,13384,105226,73148,19300,37480,24190,76400,11334,23900,31156,44091,56297,37198,84650,14500,14064,65677,19046,18287,66585,72081,10577,13465,9445,77819,9763,77000,23688,19686,20700,31890,34622,9383,54582,17189,64773,18017,23653,78729,65900,16183,76700,7962,124500,17085,58078,17408,54128,28900,36045
6/16/2022,11800,16910,34364,58247,15294,15051,67531,28663,44062,47981,43642,17096,33095,14077,41625,22104,63507,19619,36108,122284,69339,50291,32009,48619,19033,11194,21610,77267,84305,14978,100212,22500,20517,51459,22486,12351,16467,27584,37065,10898,21328,13402,14825,61860,32025,61940,32315,33300,8511,17219,13269,109892,78250,19250,37918,24625,77500,11267,23600,33311,45898,58057,38150,87376,15400,14183,66316,19091,18916,70985,74167,10577,13763,8797,79461,9800,77500,24987,19252,21000,32741,34961,9302,57525,17351,66974,18017,23506,80303,66000,16330,76600,7419,125400,15943,61230,17499,55109,29200,38527
6/17/2022,11000,16208,34364,59460,14266,14174,66258,28042,42882,47157,45943,15947,32583,13105,40125,21075,66019,18905,36582,119833,68256,51818,29796,48696,18465,10620,22140,77267,88016,13943,104909,24057,19100,52500,21721,11883,16236,25671,38998,10150,21091,12495,14082,58106,31500,61453,32232,33300,8106,16113,12346,116146,76962,17950,36265,25234,75700,10767,21950,34407,45446,57881,38014,87520,16100,14382,62211,18182,19231,72598,73978,10577,13423,8186,77191,9542,75700,24945,17905,20250,30449,33458,8690,55385,16509,64434,16777,22734,78965,66000,15190,76600,6906,124900,14845,60059,16835,54218,29350,40355
6/20/2022,10300,16068,34319,57594,14310,12193,63714,26178,42488,46150,45261,14845,31446,12192,37350,20225,65440,17619,34042,113478,66089,51741,27747,46068,17186,9902,22175,77267,83701,13007,97628,22642,17781,51175,20859,11082,15675,23878,37132,9442,19637,11628,13570,59983,29325,61355,31860,33100,7971,15560,11538,110190,73198,16700,33737,23494,75500,10767,20450,32025,45085,56737,35610,84650,15000,14581,61116,16909,17928,67538,72081,10577,12488,7621,75983,9836,72000,24945,16688,18850,28321,32003,8086,53579,16218,64349,15620,21155,79516,65000,14197,75600,6424,127000,13835,62130,16352,54039,28700,40747
6/21/2022,11000,16138,34364,53580,13327,12281,62246,26888,42410,47157,43386,14271,31446,11368,37875,20627,61772,16429,31675,105852,65005,51131,25821,42899,17470,10010,22246,74831,77920,13106,93557,21981,16804,47959,20764,11850,15576,22227,34599,8943,18909,11155,13710,57824,28600,59892,31943,33300,8039,15525,11538,110190,72802,15650,33057,21884,75500,10734,19400,29794,45627,54538,35383,85942,13950,14263,56920,15727,17838,62845,73504,10480,12616,7640,75983,9505,69000,24903,15906,19200,26357,32003,8078,51906,16606,65789,14587,22551,74005,65000,13240,75000,6284,127800,13967,66362,16413,54396,28000,39180
6/22/2022,11350,16664,34409,49846,12522,12743,60680,27066,42488,46791,42193,15228,31730,11957,37950,21120,59359,16600,29481,101676,60455,51131,27624,39962,17896,10261,22387,70968,72484,14017,87059,20472,17977,46919,20859,12651,15576,23758,34665,9567,19546,11904,14035,58199,28500,60282,31819,33500,8579,16217,12346,105226,69137,16500,33834,20361,75500,11001,19600,27715,46801,53922,35837,83216,13000,14024,55278,14637,16625,58519,73978,10577,12998,8167,75211,9726,70800,25569,17029,20500,27274,33749,8608,53445,16962,64349,15579,24093,68887,64800,14160,75000,6719,129300,14933,63571,17137,56982,28500,36437
6/23/2022,11700,16664,34409,53300,13371,13343,61952,27509,42410,48256,44153,16138,31275,11957,38850,22596,61772,17750,30513,108757,63922,49605,29550,40966,19127,10979,22493,71808,77488,14978,91443,21887,18758,50135,21721,13419,15510,25402,36732,9734,19818,11943,14639,56791,29700,60282,31488,33600,9119,16632,12692,109197,71811,16750,35293,21753,74900,11201,20650,29643,47163,57353,36925,86896,13900,14103,57559,15637,17703,62552,72745,10480,13380,8445,75500,9984,71500,25693,17799,21300,29140,34864,8730,55987,17157,64265,15785,24828,73690,63200,14969,74200,7069,128200,14889,63661,17167,56001,28050,37874
6/24/2022,11800,16699,34409,53206,13595,13066,60973,27687,42488,50179,43642,16138,32981,12163,39000,22149,60904,18200,30987,111299,64735,49986,28730,40812,19411,11732,22211,71808,78265,16013,89251,21462,18563,49189,21769,13285,15180,27158,36532,9817,19818,12535,14407,55383,30100,60185,31777,33600,8917,16390,12730,108701,71217,17300,35001,21144,74000,11067,20600,28811,47434,57089,37016,87977,13550,14024,58380,15455,17254,62918,73788,11201,13593,8380,75549,9947,71900,25943,17895,21200,28550,34428,8608,55853,16833,63503,15951,24754,70856,63200,15153,74600,7085,128300,15108,64382,16986,56358,27550,38135
6/27/2022,11900,16805,34409,53673,13818,13435,60778,28175,43669,50454,43471,16473,34061,12811,40425,22909,60904,19450,28835,108939,65980,49986,29591,37991,19885,12521,22211,72648,76798,17121,89564,22925,19833,49662,22343,14186,15411,28017,36465,10066,20818,13402,14779,55196,32000,62136,32273,33700,8511,16666,12961,112175,70821,18400,35001,21840,78800,11067,21150,29341,47524,60432,37651,93386,13850,13984,58471,15818,18108,63065,74357,11538,13763,8519,79220,10058,73000,26068,19098,21500,29958,34476,9179,56187,17286,63418,16323,26444,72981,63500,15226,73800,7574,133000,16163,64021,17438,56714,28750,38222
6/28/2022,12000,17190,35455,49939,13774,14313,61659,29861,43275,51552,43642,16569,34061,12899,41250,23894,61772,20800,27415,107759,65439,49986,31640,37797,20122,13059,23694,75335,81113,16998,90817,22453,20419,50040,22486,14186,16005,28241,37998,10316,20455,13205,14732,56228,32450,63404,32439,34000,9052,17081,13230,113168,72108,18200,35779,21579,75100,11534,21100,29189,47886,61575,37923,93386,13900,14143,57011,16091,18872,64238,74499,11490,13933,8890,77433,10426,72900,26151,18857,22550,30449,35592,9383,55719,17869,64603,16695,25709,72430,63800,16256,73600,7465,133000,16075,63751,18102,56982,28850,38744
6/29/2022,11850,16980,35182,52273,13774,13990,63127,30970,44219,50362,44238,16186,33436,13253,41925,24028,60421,20800,27802,108031,62893,49605,31149,38648,19317,12414,22599,75587,78696,17318,91600,22830,19980,51554,21912,14453,16104,28652,37998,10191,20682,13599,14360,56228,33200,64379,32480,34200,9119,17081,13269,113168,72307,18950,36314,22101,75100,11634,20950,29946,47343,61399,37198,93386,13750,14024,56646,15818,19321,63358,73029,11153,14867,8964,76950,10315,72000,26275,19001,22600,30777,35640,9138,55452,17739,63926,16819,26077,74084,63300,16477,73400,7465,132300,16294,65102,18102,57071,28450,39093
6/30/2022,11300,16840,34546,49473,13416,13020,65573,29728,45400,48073,43471,15180,33265,12958,40350,23402,59842,19600,28189,105761,62839,49605,29017,39421,18465,13203,22599,72396,78696,17836,90426,23113,19100,49189,21577,13485,15840,27643,37665,9692,20273,12692,14407,55853,32700,63306,32149,34200,8815,16735,13076,111182,70821,17800,34807,21579,74500,11201,20700,29870,46801,57177,36563,92665,13600,13944,55096,15091,18153,63212,73314,10480,15844,8417,76660,9947,71900,26275,18087,21500,29467,34476,8730,54047,17578,63333,15909,24277,73611,62100,15815,73500,6953,130000,15284,65012,17499,56179,28550,39180
7/1/2022,11450,16875,34500,48166,13416,12928,61854,31103,45006,48622,43556,15564,35256,12958,40350,24118,61483,20950,27113,101676,62452,51131,29919,38222,18654,12485,22882,73907,76626,19067,88468,22642,19393,48621,21625,14420,16170,27868,36599,9650,20364,13323,14082,55759,32550,63306,32108,34200,8815,16735,13076,108701,69632,18700,35050,21971,74400,11367,20600,30248,47343,57001,36835,92448,13600,14103,56008,15273,18422,63065,72982,10577,15037,8519,75355,9910,72000,26317,18953,22000,29631,34913,8934,54849,17675,62656,16546,25967,70856,61400,16734,72600,7434,130100,16338,66362,17559,55555,28650,38309
