time,aapl,amd,msft
2015-01-02,27.32,2.69,46.76
2015-01-05,26.58,2.66,46.36
2015-01-06,26.55,2.63,45.63
2015-01-07,26.93,2.57,46.21
2015-01-08,27.95,2.61,47.62
2015-01-09,28.0,2.63,47.17
2015-01-12,27.32,2.62,46.62
2015-01-13,27.52,2.66,46.3
2015-01-14,27.41,2.61,45.9
2015-01-15,26.71,2.52,45.49
2015-01-16,26.5,2.39,46.22
2015-01-20,27.18,2.25,46.39
2015-01-21,27.41,2.43,45.97
2015-01-22,28.09,2.4699999999999998,47.05
2015-01-23,28.24,2.45,47.14
2015-01-26,28.29,2.61,47.02
2015-01-27,27.31,2.71,42.65
2015-01-28,28.91,2.62,41.18
2015-01-29,29.68,2.62,41.96
2015-01-30,29.24,2.57,40.38
2015-02-02,29.62,2.66,41.29
2015-02-03,29.65,2.76,41.55
2015-02-04,29.84,2.86,41.76
2015-02-05,29.97,3.35,42.47
2015-02-06,29.71,3.03,42.38
2015-02-09,29.94,3.03,42.37
2015-02-10,30.51,3.05,42.59
2015-02-11,31.21,3.06,42.27
2015-02-12,31.61,3.11,43.04
2015-02-13,31.77,3.15,43.86
2015-02-17,31.89,3.12,43.55
2015-02-18,32.18,3.08,43.53
2015-02-19,32.1,3.06,43.48
2015-02-20,32.33,3.06,43.85
2015-02-23,33.24,3.05,44.13
2015-02-24,33.06,3.1,44.09
2015-02-25,32.19,3.11,43.93
2015-02-26,32.61,3.09,44.06
2015-02-27,32.11,3.11,43.85
2015-03-02,32.24,3.21,43.82
2015-03-03,32.35,3.15,43.28
2015-03-04,32.13,3.06,43.03
2015-03-05,31.59,2.99,43.09
2015-03-06,31.61,2.92,42.3
2015-03-09,31.81,2.93,42.85
2015-03-10,31.17,2.93,42.12
2015-03-11,30.58,2.85,42.0
2015-03-12,31.13,2.75,41.01
2015-03-13,30.89,2.76,41.42
2015-03-16,31.24,2.75,41.58
2015-03-17,31.78,2.7800000000000002,41.72
2015-03-18,32.13,2.76,42.47
2015-03-19,31.87,2.75,42.33
2015-03-20,31.7,2.81,42.78
2015-03-23,31.86,2.84,42.9
2015-03-24,31.69,2.79,42.95
2015-03-25,30.87,2.64,41.5
2015-03-26,31.1,2.66,41.21
2015-03-27,30.78,2.74,40.99
2015-03-30,31.58,2.7,40.97
2015-03-31,31.19,2.68,40.77
2015-04-01,31.03,2.68,40.67
2015-04-02,31.38,2.68,40.34
2015-04-06,31.82,2.7199999999999998,41.59
2015-04-07,31.52,2.7,41.57
2015-04-08,31.37,2.7199999999999998,41.4
2015-04-09,31.64,2.73,41.48
2015-04-10,31.77,2.75,41.71
2015-04-13,31.69,2.77,41.81
2015-04-14,31.55,2.68,41.59
2015-04-15,31.71,2.7,42.27
2015-04-16,31.54,2.88,42.16
2015-04-17,31.18,2.57,41.59
2015-04-20,31.91,2.5,42.95
2015-04-21,31.72,2.35,42.65
2015-04-22,32.15,2.29,43.01
2015-04-23,32.43,2.34,43.33
2015-04-24,32.56,2.31,47.89
2015-04-27,33.12,2.34,48.0
2015-04-28,32.59,2.31,49.12
2015-04-29,32.13,2.29,49.04
2015-04-30,31.26,2.2800000000000002,48.68
2015-05-01,32.21,2.31,48.61
2015-05-04,32.19,2.32,48.22
2015-05-05,31.46,2.29,47.66
2015-05-06,31.25,2.3,46.27
2015-05-07,31.31,2.32,46.77
2015-05-08,31.88,2.3,47.77
2015-05-11,31.6,2.32,47.44
2015-05-12,31.51,2.34,47.39
2015-05-13,31.49,2.36,47.63
2015-05-14,32.23,2.35,48.76
2015-05-15,32.18,2.33,48.28
2015-05-18,32.55,2.34,48.02
2015-05-19,32.53,2.29,47.55
2015-05-20,32.56,2.31,47.6
2015-05-21,32.86,2.31,47.41
2015-05-22,33.18,2.2800000000000002,46.9
2015-05-26,32.41,2.23,46.59
2015-05-27,33.03,2.2800000000000002,47.69
2015-05-28,32.96,2.27,47.46
2015-05-29,32.64,2.2800000000000002,46.96
2015-06-01,32.63,2.25,47.25
2015-06-02,32.5,2.29,46.96
2015-06-03,32.51,2.3,46.84
2015-06-04,32.32,2.31,46.35
2015-06-05,32.18,2.33,46.2
2015-06-08,31.96,2.3,45.75
2015-06-09,31.88,2.2800000000000002,45.68
2015-06-10,32.24,2.33,46.66
2015-06-11,32.18,2.32,46.42
2015-06-12,31.8,2.31,46.02
2015-06-15,31.75,2.33,45.46
2015-06-16,31.87,2.36,45.82
2015-06-17,31.86,2.49,45.99
2015-06-18,31.94,2.52,46.69
2015-06-19,31.64,2.59,46.08
2015-06-22,31.88,2.62,46.17
2015-06-23,31.76,2.61,45.92
2015-06-24,32.04,2.63,45.68
2015-06-25,31.92,2.58,45.7
2015-06-26,31.71,2.45,45.29
2015-06-29,31.13,2.36,44.37
2015-06-30,31.4,2.42,44.26
2015-07-01,31.62,2.41,44.44
2015-07-02,31.6,2.5300000000000002,44.4
2015-07-06,31.48,2.4699999999999998,44.4
2015-07-07,31.39,2.08,44.27
2015-07-08,30.67,2.02,44.29
2015-07-09,30.03,2.0,44.59
2015-07-10,30.84,1.96,44.69
2015-07-13,31.41,1.95,45.56
2015-07-14,31.42,2.05,45.65
2015-07-15,31.68,1.96,45.74
2015-07-16,32.11,1.87,46.65
2015-07-17,32.36,1.79,46.56
2015-07-20,33.01,1.81,46.92
2015-07-21,32.72,1.79,47.23
2015-07-22,31.28,1.78,45.46
2015-07-23,31.28,1.75,46.13
2015-07-24,31.1,1.67,46.0
2015-07-27,30.66,1.6400000000000001,45.34
2015-07-28,30.82,1.77,45.35
2015-07-29,30.72,1.99,46.34
2015-07-30,30.6,1.9300000000000002,46.99
2015-07-31,30.36,1.9300000000000002,46.81
2015-08-03,29.57,2.21,46.74
2015-08-04,28.66,2.12,47.64
2015-08-05,28.86,2.16,47.6
2015-08-06,28.82,2.11,46.63
2015-08-07,28.85,2.1,46.69
2015-08-10,29.9,1.9300000000000002,47.28
2015-08-11,28.39,1.9,46.47
2015-08-12,28.81,1.92,46.8
2015-08-13,28.81,1.81,46.79
2015-08-14,29.0,1.8399999999999999,47.06
2015-08-17,29.31,1.8,47.37
2015-08-18,29.12,1.8,47.29
2015-08-19,28.79,1.81,46.74
2015-08-20,28.22,1.7,45.81
2015-08-21,26.55,1.79,43.35
2015-08-24,25.89,1.76,41.97
2015-08-25,26.0,1.6800000000000002,40.7
2015-08-26,27.4,1.72,42.68
2015-08-27,28.18,1.78,43.85
2015-08-28,28.3,1.85,43.88
2015-08-31,28.24,1.8199999999999998,43.53
2015-09-01,27.09,1.74,41.94
2015-09-02,27.98,1.78,43.18
2015-09-03,27.63,1.8,43.61
2015-09-04,27.34,1.8199999999999998,42.6
2015-09-08,28.07,1.87,43.88
2015-09-09,27.5,1.8599999999999999,42.99
2015-09-10,28.12,1.85,43.27
2015-09-11,28.5,2.01,43.32
2015-09-14,28.83,1.81,43.03
2015-09-15,29.05,1.8599999999999999,44.01
2015-09-16,29.1,1.88,44.33
2015-09-17,28.48,1.88,44.25
2015-09-18,28.34,1.8599999999999999,43.47
2015-09-21,28.8,1.8199999999999998,44.15
2015-09-22,28.36,1.74,43.98
2015-09-23,28.62,1.71,43.98
2015-09-24,28.8,1.72,44.02
2015-09-25,28.72,1.72,43.99
2015-09-28,28.15,1.6800000000000002,43.34
2015-09-29,27.29,1.6800000000000002,43.55
2015-09-30,27.52,1.72,44.19
2015-10-01,27.37,1.75,44.56
2015-10-02,27.57,1.83,45.48
2015-10-05,27.64,1.81,46.59
2015-10-06,27.82,1.8399999999999999,46.82
2015-10-07,27.66,1.8599999999999999,46.76
2015-10-08,27.36,1.94,47.42
2015-10-09,28.02,1.96,47.15
2015-10-12,27.87,1.8599999999999999,46.93
2015-10-13,27.92,1.9100000000000001,46.85
2015-10-14,27.51,1.96,46.53
2015-10-15,27.95,1.96,46.96
2015-10-16,27.74,1.95,47.42
2015-10-19,27.92,2.0,47.62
2015-10-20,28.44,2.02,47.79
2015-10-21,28.46,2.1,47.21
2015-10-22,28.87,2.16,47.98
2015-10-23,29.77,2.2,53.36
2015-10-26,28.79,2.16,54.28
2015-10-27,28.6,2.14,53.65
2015-10-28,29.8,2.17,53.91
2015-10-29,30.12,2.13,53.33
2015-10-30,29.9,2.13,52.83
2015-11-02,30.29,2.18,53.16
2015-11-03,30.64,2.29,54.15
2015-11-04,30.46,2.2,54.38
2015-11-05,30.24,2.21,54.34
2015-11-06,30.25,2.15,54.81
2015-11-09,30.2,2.12,54.17
2015-11-10,29.12,2.04,53.42
2015-11-11,29.05,2.06,53.72
2015-11-12,28.96,2.0,53.34
2015-11-13,28.08,1.98,52.84
2015-11-16,28.54,1.98,53.77
2015-11-17,28.42,1.99,52.99
2015-11-18,29.34,2.12,53.91
2015-11-19,29.71,2.14,53.99
2015-11-20,29.81,2.23,54.13
2015-11-23,29.44,2.22,54.17
2015-11-24,29.71,2.35,54.25
2015-11-25,29.51,2.39,53.8
2015-11-27,29.45,2.34,53.93
2015-11-30,29.63,2.36,54.44
2015-12-01,29.33,2.34,55.17
2015-12-02,29.04,2.2800000000000002,55.2
2015-12-03,28.78,2.23,54.24
2015-12-04,29.75,2.29,55.89
2015-12-07,29.55,2.35,55.83
2015-12-08,29.6,2.39,55.85
2015-12-09,28.87,2.34,54.98
2015-12-10,29.02,2.48,55.33
2015-12-11,28.29,2.37,54.16
2015-12-14,28.1,2.35,55.2
2015-12-15,27.63,2.37,55.23
2015-12-16,27.83,2.54,56.16
2015-12-17,27.28,2.56,55.82
2015-12-18,26.48,2.44,54.29
2015-12-21,26.82,2.5,54.71
2015-12-22,26.8,2.76,55.33
2015-12-23,27.16,2.82,55.85
2015-12-24,27.01,2.92,55.67
2015-12-28,26.67,3.0,55.88
2015-12-29,27.18,2.99,56.56
2015-12-30,26.83,2.9699999999999998,56.37
2015-12-31,26.35,2.87,55.57
2016-01-04,26.28,2.7800000000000002,54.63
2016-01-05,25.66,2.76,55.08
2016-01-06,25.14,2.5,54.06
2016-01-07,24.17,2.27,52.38
2016-01-08,24.25,2.12,52.28
2016-01-11,24.67,2.36,52.43
2016-01-12,25.04,2.41,52.77
2016-01-13,24.37,2.26,51.81
2016-01-14,24.88,2.22,53.03
2016-01-15,24.25,2.03,50.91
2016-01-19,24.19,1.94,50.59
2016-01-20,24.26,1.8,50.91
2016-01-21,24.1,2.09,50.55
2016-01-22,25.35,2.02,52.24
2016-01-25,24.84,2.14,51.74
2016-01-26,24.99,2.08,52.16
2016-01-27,23.36,2.13,51.15
2016-01-28,23.53,2.09,52.15
2016-01-29,24.24,2.2,54.9
2016-02-01,24.12,2.14,54.69
2016-02-02,23.64,1.99,53.08
2016-02-03,24.08,2.06,52.0
2016-02-04,24.15,2.11,51.97
2016-02-05,23.45,1.98,50.02
2016-02-08,23.73,1.92,49.33
2016-02-09,23.77,1.92,49.3
2016-02-10,23.56,1.8399999999999999,49.67
2016-02-11,23.43,1.85,49.7
2016-02-12,23.47,1.85,50.49
2016-02-16,24.16,1.83,51.01
2016-02-17,24.51,1.9,52.38
2016-02-18,24.06,1.9100000000000001,52.18
2016-02-19,24.0,1.9,51.77
2016-02-22,24.2,2.03,52.6
2016-02-23,23.66,1.98,51.12
2016-02-24,24.04,2.03,51.36
2016-02-25,24.17,2.02,52.03
2016-02-26,24.24,2.06,51.31
2016-02-29,24.2,2.14,50.81
2016-03-01,25.14,2.19,52.46
2016-03-02,25.19,2.33,52.91
2016-03-03,25.36,2.4699999999999998,52.34
2016-03-04,25.75,2.36,52.01
2016-03-07,25.41,2.4699999999999998,50.86
2016-03-08,25.25,2.32,51.65
2016-03-09,25.25,2.26,52.72
2016-03-10,25.25,2.25,52.01
2016-03-11,25.55,2.52,53.06
2016-03-14,25.67,2.74,53.29
2016-03-15,26.14,2.5,53.5
2016-03-16,26.48,2.64,54.33
2016-03-17,26.48,2.81,54.75
2016-03-18,26.48,2.91,53.52
2016-03-21,26.46,2.79,53.85
2016-03-22,26.68,2.7800000000000002,54.04
2016-03-23,26.52,2.69,53.98
2016-03-24,26.4,2.79,54.17
2016-03-28,26.27,2.79,53.41
2016-03-29,26.94,2.87,54.8
2016-03-30,27.4,2.87,55.04
2016-03-31,27.25,2.84,55.3
2016-04-01,27.48,2.84,55.55
2016-04-04,27.78,2.82,55.37
2016-04-05,27.4,2.76,54.48
2016-04-06,27.74,2.8,55.16
2016-04-07,27.13,2.65,54.44
2016-04-08,27.15,2.73,54.39
2016-04-11,27.28,2.75,54.41
2016-04-12,27.61,2.81,54.62
2016-04-13,28.03,2.79,55.44
2016-04-14,28.02,2.71,55.3
2016-04-15,27.44,2.7,55.64
2016-04-18,26.89,2.7800000000000002,56.45
2016-04-19,26.71,2.61,56.26
2016-04-20,26.82,2.69,55.61
2016-04-21,26.5,2.62,55.89
2016-04-22,26.41,3.89,51.75
2016-04-25,26.25,3.46,52.03
2016-04-26,26.05,3.65,51.38
2016-04-27,24.42,3.75,50.89
2016-04-28,23.67,3.6,49.84
2016-04-29,23.44,3.55,49.86
2016-05-02,23.43,3.74,50.64
2016-05-03,23.8,3.6,49.68
2016-05-04,23.55,3.6,49.9
2016-05-05,23.27,3.66,49.88
2016-05-06,23.14,3.68,50.33
2016-05-09,23.18,3.64,50.07
2016-05-10,23.36,3.64,51.1
2016-05-11,23.13,3.65,51.1
2016-05-12,22.55,3.59,51.5
2016-05-13,22.65,3.67,51.1
2016-05-16,23.49,3.79,51.87
2016-05-17,23.34,3.81,50.42
2016-05-18,23.64,3.84,50.79
2016-05-19,23.55,3.77,50.32
2016-05-20,23.8,3.88,50.66
2016-05-23,24.1,4.05,50.02
2016-05-24,24.47,4.2,51.6
2016-05-25,24.92,4.18,52.16
2016-05-26,25.1,4.35,51.89
2016-05-27,25.05,4.59,52.21
2016-05-31,24.98,4.58,52.64
2016-06-01,24.61,4.42,52.76
2016-06-02,24.41,4.25,52.41
2016-06-03,24.47,4.15,51.72
2016-06-06,24.69,4.46,52.19
2016-06-07,24.76,4.5,52.12
2016-06-08,24.72,4.45,51.98
2016-06-09,24.93,4.51,51.68
2016-06-10,24.74,4.31,51.48
2016-06-13,24.33,4.41,50.12
2016-06-14,24.37,4.4,49.77
2016-06-15,24.27,4.43,49.71
2016-06-16,24.4,4.74,50.42
2016-06-17,23.85,5.24,50.15
2016-06-20,23.78,5.11,50.09
2016-06-21,23.99,5.46,51.27
2016-06-22,23.86,5.02,50.97
2016-06-23,24.0,5.22,51.84
2016-06-24,23.37,4.89,49.65
2016-06-27,23.02,4.72,48.41
2016-06-28,23.4,5.11,49.45
2016-06-29,23.6,5.14,50.6
2016-06-30,23.85,5.14,51.07
2016-07-01,24.01,5.08,51.23
2016-07-05,23.74,4.98,51.14
2016-07-06,23.87,5.04,51.37
2016-07-07,23.97,5.01,51.32
2016-07-08,24.15,5.1,52.24
2016-07-11,24.24,5.01,52.59
2016-07-12,24.34,5.13,53.18
2016-07-13,24.23,5.1,53.62
2016-07-14,24.72,5.18,53.71
2016-07-15,24.7,5.14,53.66
2016-07-18,24.98,5.52,53.95
2016-07-19,24.97,5.41,53.04
2016-07-20,25.0,5.41,56.18
2016-07-21,24.85,5.24,55.8
2016-07-22,24.63,5.84,56.54
2016-07-25,24.3,6.71,56.65
2016-07-26,24.19,7.0,56.77
2016-07-27,25.82,6.85,56.24
2016-07-28,26.09,6.82,56.18
2016-07-29,26.07,6.85,56.72
2016-08-01,26.52,6.63,56.52
2016-08-02,26.11,6.26,56.61
2016-08-03,26.44,6.29,56.92
2016-08-04,26.49,6.48,57.4
2016-08-05,26.87,6.62,57.94
2016-08-08,27.07,6.68,58.03
2016-08-09,27.2,6.61,58.16
2016-08-10,27.0,6.49,57.98
2016-08-11,27.0,6.59,58.32
2016-08-12,27.05,6.72,57.9
2016-08-15,27.38,6.95,58.17
2016-08-16,27.35,6.76,57.41
2016-08-17,27.3,6.68,57.54
2016-08-18,27.28,7.05,57.63
2016-08-19,27.35,7.62,57.6
2016-08-22,27.13,7.59,57.63
2016-08-23,27.23,7.68,57.97
2016-08-24,26.98,7.41,57.85
2016-08-25,26.9,7.48,58.18
2016-08-26,26.75,7.67,58.07
2016-08-29,26.7,7.6,58.14
2016-08-30,26.48,7.51,57.81
2016-08-31,26.55,7.41,57.49
2016-09-01,26.68,7.35,57.65
2016-09-02,26.94,7.52,57.71
2016-09-06,26.92,7.34,57.58
2016-09-07,27.08,6.85,57.6
2016-09-08,26.37,6.22,57.48
2016-09-09,25.8,5.89,56.29
2016-09-12,26.41,5.95,57.08
2016-09-13,27.03,5.73,56.52
2016-09-14,27.97,6.06,56.22
2016-09-15,28.92,6.03,57.21
2016-09-16,28.74,6.04,57.21
2016-09-19,28.38,6.15,56.96
2016-09-20,28.42,6.17,56.88
2016-09-21,28.4,6.28,57.8
2016-09-22,28.67,6.36,57.81
2016-09-23,28.18,6.55,57.47
2016-09-26,28.23,6.33,56.92
2016-09-27,28.29,6.54,57.99
2016-09-28,28.5,6.59,58.05
2016-09-29,28.04,6.66,57.43
2016-09-30,28.24,6.92,57.64
2016-10-03,28.14,6.96,57.46
2016-10-04,28.24,6.97,57.17
2016-10-05,28.25,6.78,57.66
2016-10-06,28.49,6.96,57.75
2016-10-07,28.52,6.76,57.85
2016-10-10,29.02,6.85,58.08
2016-10-11,29.1,6.5,57.17
2016-10-12,29.35,6.62,57.18
2016-10-13,29.19,6.47,56.87
2016-10-14,29.43,6.74,57.52
2016-10-17,29.38,6.6899999999999995,57.23
2016-10-18,29.38,6.74,57.74
2016-10-19,29.27,6.78,57.56
2016-10-20,29.29,6.9399999999999995,57.32
2016-10-21,29.12,6.53,59.8
2016-10-24,29.42,7.01,60.98
2016-10-25,29.58,7.49,61.01
2016-10-26,28.85,7.3,60.66
2016-10-27,28.61,7.1,60.15
2016-10-28,28.42,7.21,59.92
2016-10-31,28.41,7.23,60.08
2016-11-01,27.83,7.09,59.79
2016-11-02,27.94,6.77,59.49
2016-11-03,27.46,6.6899999999999995,59.21
2016-11-04,27.24,6.5600000000000005,58.79
2016-11-07,27.63,6.9399999999999995,60.47
2016-11-08,27.76,7.0,60.43
2016-11-09,27.69,6.95,60.1
2016-11-10,26.97,6.29,58.72
2016-11-11,27.13,6.6899999999999995,59.06
2016-11-14,26.42,6.79,58.15
2016-11-15,26.79,6.96,58.96
2016-11-16,27.51,7.68,59.64
2016-11-17,27.48,8.46,60.69
2016-11-18,27.5,8.72,60.37
2016-11-21,27.96,8.94,60.87
2016-11-22,27.97,8.69,61.16
2016-11-23,27.79,8.79,60.36
2016-11-25,27.95,8.77,60.53
2016-11-28,27.9,8.83,60.62
2016-11-29,27.84,8.96,61.07
2016-11-30,27.68,8.92,60.35
2016-12-01,27.36,8.38,59.18
2016-12-02,27.46,8.54,59.29
2016-12-05,27.26,8.69,60.26
2016-12-06,27.47,9.45,59.99
2016-12-07,27.76,9.57,61.29
2016-12-08,28.02,10.31,60.93
2016-12-09,28.49,10.34,61.91
2016-12-12,28.3,10.67,62.1
2016-12-13,28.78,10.54,62.92
2016-12-14,28.8,10.54,62.63
2016-12-15,28.95,10.87,62.56
2016-12-16,29.0,10.66,62.31
2016-12-19,29.14,10.95,63.58
2016-12-20,29.25,11.5,63.54
2016-12-21,29.27,11.47,63.54
2016-12-22,29.02,11.6,63.42
2016-12-23,29.12,11.58,63.23
2016-12-27,29.31,12.06,63.26
2016-12-28,29.18,11.55,63.0
2016-12-29,29.17,11.61,62.9
2016-12-30,28.95,11.33,62.2
2017-01-03,28.99,11.41,62.49
2017-01-04,29.01,11.44,62.28
2017-01-05,29.16,11.24,62.32
2017-01-06,29.47,11.33,62.87
2017-01-09,29.76,11.5,62.69
2017-01-10,29.8,11.45,62.63
2017-01-11,29.93,11.22,63.15
2017-01-12,29.8,10.78,62.69
2017-01-13,29.73,10.57,62.65
2017-01-17,29.99,9.81,62.5
2017-01-18,30.01,9.9,62.52
2017-01-19,29.94,9.8,62.37
2017-01-20,29.99,9.75,62.66
2017-01-23,30.03,9.91,63.01
2017-01-24,29.99,10.45,63.55
2017-01-25,30.47,10.35,63.69
2017-01-26,30.49,10.5,64.43
2017-01-27,30.48,10.67,65.76
2017-01-30,30.39,10.6,65.01
2017-01-31,30.31,10.39,64.62
2017-02-01,32.27,12.07,63.58
2017-02-02,32.11,12.28,63.1
2017-02-03,32.25,12.22,63.62
2017-02-06,32.58,13.66,63.63
2017-02-07,32.88,13.28,63.38
2017-02-08,33.02,13.56,63.34
2017-02-09,33.1,13.44,64.08
2017-02-10,33.03,13.58,64.01
2017-02-13,33.32,13.5,64.66
2017-02-14,33.75,13.24,64.5
2017-02-15,33.86,13.31,64.49
2017-02-16,33.82,12.96,64.54
2017-02-17,33.9,13.12,64.56
2017-02-21,34.18,13.99,64.5
2017-02-22,34.26,14.29,64.31
2017-02-23,34.11,14.3,64.54
2017-02-24,34.13,14.13,64.5
2017-02-27,34.23,15.2,64.17
2017-02-28,34.24,14.44,63.94
2017-03-01,34.96,14.94,64.91
2017-03-02,34.72,13.87,63.98
2017-03-03,34.92,13.04,64.2
2017-03-06,34.85,13.03,64.31
2017-03-07,34.86,13.04,64.35
2017-03-08,34.73,13.21,64.96
2017-03-09,34.66,13.34,64.71
2017-03-10,34.78,13.9,64.88
2017-03-13,34.78,14.28,64.69
2017-03-14,34.74,14.1,64.41
2017-03-15,35.17,13.99,64.83
2017-03-16,35.16,13.66,64.63
2017-03-17,34.99,13.5,64.85
2017-03-20,35.34,14.43,64.95
2017-03-21,34.96,13.82,64.13
2017-03-22,35.38,14.1,65.07
2017-03-23,35.21,13.8,64.91
2017-03-24,35.17,13.7,64.94
2017-03-27,35.21,13.69,65.06
2017-03-28,36.0,13.7,65.43
2017-03-29,36.03,13.72,65.51
2017-03-30,35.99,14.05,65.78
2017-03-31,35.95,14.57,65.96
2017-04-03,35.94,14.64,65.56
2017-04-04,36.19,14.16,65.73
2017-04-05,36.0,14.19,65.6
2017-04-06,35.91,13.27,65.65
2017-04-07,35.83,13.5,65.7
2017-04-10,35.76,13.1,65.54
2017-04-11,35.36,13.09,65.39
2017-04-12,35.43,12.75,65.23
2017-04-13,35.31,12.31,65.02
2017-04-17,35.45,12.79,65.43
2017-04-18,35.33,12.94,65.43
2017-04-19,35.19,12.83,65.02
2017-04-20,35.66,13.11,65.58
2017-04-21,35.56,13.01,66.5
2017-04-24,35.9,13.12,67.48
2017-04-25,36.15,13.49,67.99
2017-04-26,35.92,13.41,67.82
2017-04-27,35.92,13.64,68.34
2017-04-28,35.93,13.31,68.5
2017-05-01,36.7,13.6,69.49
2017-05-02,36.86,10.33,69.17
2017-05-03,36.69,10.38,69.01
2017-05-04,36.64,10.09,68.85
2017-05-05,37.23,10.19,68.98
2017-05-08,38.24,10.03,68.88
2017-05-09,38.48,10.17,68.95
2017-05-10,38.31,10.79,69.29
2017-05-11,38.48,11.07,68.39
2017-05-12,39.0,11.24,68.31
2017-05-15,38.89,11.41,68.47
2017-05-16,38.85,12.74,69.41
2017-05-17,37.53,11.19,67.49
2017-05-18,38.13,11.28,67.7
2017-05-19,38.23,11.42,67.66
2017-05-22,38.48,11.04,68.41
2017-05-23,38.42,10.88,68.68
2017-05-24,38.31,10.89,68.73
2017-05-25,38.43,10.97,69.7
2017-05-26,38.38,11.0,69.87
2017-05-30,38.42,11.14,70.29
2017-05-31,38.2,11.18,69.9
2017-06-01,38.25,10.93,70.01
2017-06-02,38.82,10.89,71.82
2017-06-05,38.46,11.23,72.36
2017-06-06,38.64,12.01,72.55
2017-06-07,38.84,12.38,72.38
2017-06-08,38.74,12.89,71.9
2017-06-09,37.08,12.22,70.06
2017-06-12,36.27,12.08,69.83
2017-06-13,36.62,11.98,70.53
2017-06-14,36.24,11.76,70.2
2017-06-15,36.08,11.49,69.9
2017-06-16,35.58,11.44,69.89
2017-06-19,36.57,11.92,70.75
2017-06-20,36.28,12.66,69.95
2017-06-21,36.47,13.98,70.37
2017-06-22,36.39,14.33,70.28
2017-06-23,36.6,14.24,71.09
2017-06-26,36.44,14.07,70.57
2017-06-27,36.01,13.42,69.3
2017-06-28,36.43,13.23,69.76
2017-06-29,35.93,12.6,68.54
2017-06-30,36.07,12.5,69.01
2017-07-03,35.88,12.15,68.17
2017-07-05,36.07,13.19,69.14
2017-07-06,35.69,13.04,68.62
2017-07-07,36.07,13.38,69.44
2017-07-10,36.3,13.83,70.1
2017-07-11,36.4,13.88,70.06
2017-07-12,36.44,14.3,71.18
2017-07-13,36.96,13.52,71.74
2017-07-14,37.28,13.91,72.89
2017-07-17,37.38,13.8,73.29
2017-07-18,37.51,13.45,73.21
2017-07-19,37.72,13.56,73.89
2017-07-20,37.65,13.81,74.14
2017-07-21,37.51,13.89,73.62
2017-07-24,38.09,14.15,73.69
2017-07-25,38.22,14.11,74.26
2017-07-26,38.32,14.72,74.0
2017-07-27,37.58,14.13,73.1
2017-07-28,37.32,13.95,73.05
2017-07-31,37.17,13.6,72.72
2017-08-01,37.49,13.74,72.5
2017-08-02,39.35,13.37,72.3
2017-08-03,38.86,13.23,72.19
2017-08-04,39.07,13.12,72.69
2017-08-07,39.72,13.44,72.41
2017-08-08,39.99,13.1,72.8
2017-08-09,40.27,12.83,72.43
2017-08-10,38.83,12.13,71.41
2017-08-11,39.33,12.21,72.49
2017-08-14,39.98,12.75,73.64
2017-08-15,40.4,13.01,73.21
2017-08-16,40.18,12.63,73.54
2017-08-17,39.47,12.33,72.44
2017-08-18,39.36,12.37,72.43
2017-08-21,39.32,12.07,72.21
2017-08-22,39.96,12.18,73.16
2017-08-23,40.01,12.48,72.77
2017-08-24,39.84,12.51,72.7
2017-08-25,39.96,12.44,72.78
2017-08-28,40.38,12.24,72.83
2017-08-29,40.74,12.16,73.01
2017-08-30,40.81,12.64,73.96
2017-08-31,40.97,12.96,74.75
2017-09-01,41.01,13.18,73.92
2017-09-05,40.53,12.93,73.73
2017-09-06,40.47,12.86,73.35
2017-09-07,40.31,12.65,74.36
2017-09-08,39.65,12.24,74.02
2017-09-11,40.36,12.54,74.76
2017-09-12,40.17,12.3,74.61
2017-09-13,39.89,12.22,75.21
2017-09-14,39.56,12.27,74.78
2017-09-15,39.98,12.51,75.32
2017-09-18,39.65,13.09,75.13
2017-09-19,39.65,13.13,75.38
2017-09-20,39.0,13.65,74.92
2017-09-21,38.34,13.43,74.21
2017-09-22,37.94,13.3,74.4
2017-09-25,37.61,12.61,73.22
2017-09-26,38.31,12.44,73.31
2017-09-27,38.56,12.75,73.92
2017-09-28,38.29,12.73,73.84
2017-09-29,38.51,12.74,74.46
2017-10-02,38.47,12.71,74.56
2017-10-03,38.6,13.42,74.3
2017-10-04,38.36,13.3,74.69
2017-10-05,38.83,13.34,75.95
2017-10-06,38.81,13.25,75.97
2017-10-09,38.96,13.48,76.34
2017-10-10,38.96,13.69,76.28
2017-10-11,39.16,13.9,76.46
2017-10-12,38.98,14.2,77.14
2017-10-13,39.22,14.23,77.48
2017-10-16,39.98,14.26,77.68
2017-10-17,40.12,14.15,77.58
2017-10-18,39.93,14.07,77.67
2017-10-19,38.98,13.94,77.93
2017-10-20,39.01,13.82,78.71
2017-10-23,39.02,14.1,78.78
2017-10-24,39.23,14.26,78.8
2017-10-25,39.1,12.34,78.67
2017-10-26,39.36,12.01,78.83
2017-10-27,40.74,11.81,83.87
2017-10-30,41.72,10.89,83.88
2017-10-31,42.28,10.99,83.17
2017-11-01,41.67,10.81,83.09
2017-11-02,42.04,10.86,84.14
2017-11-03,43.12,11.11,84.09
2017-11-06,43.62,11.92,84.55
2017-11-07,43.68,12.05,84.15
2017-11-08,44.04,11.71,84.59
2017-11-09,43.97,11.15,84.15
2017-11-10,43.66,11.25,83.8
2017-11-13,43.45,11.1,83.89
2017-11-14,42.84,11.11,84.04
