time,aapl,amd,msft
2022-08-08,164.91,100.03,280.44
2022-08-09,164.76,95.58,282.12
2022-08-10,169.06,99.03,289.05
2022-08-11,168.33,98.04,286.97
2022-08-12,171.93,100.74,291.66
2022-08-15,173.03,100.99,293.3
2022-08-16,173.06,100.25,292.8
2022-08-17,174.48,98.25,291.26
2022-08-18,173.99,100.37,289.85
2022-08-19,171.69,95.98,286.44
2022-08-22,167.43,92.8,277.49
2022-08-23,167.14,92.47,276.5
2022-08-24,167.45,92.71,275.72
2022-08-25,169.93,97.16,278.52
2022-08-26,163.84,91.29,268.54
2022-08-29,161.51,88.54,265.52
2022-08-30,159.04,86.84,263.04
2022-08-31,157.48,84.96,261.82
2022-09-01,158.06,82.45,260.28
2022-09-02,155.55,80.12,255.48
2022-09-06,154.4,78.73,253.18
2022-09-07,155.89,79.63,258.03
2022-09-08,154.15,82.59,258.0
2022-09-09,157.43,85.46,264.67
2022-09-12,163.38,84.64,266.39
2022-09-13,154.02,77.08,252.13
2022-09-14,155.4,77.44,252.38
2022-09-15,152.46,76.73,245.76
2022-09-16,150.9,76.53,245.02
2022-09-19,154.52,76.7,244.55
2022-09-20,156.74,75.22,242.34
2022-09-21,154.05,74.66,239.46
2022-09-22,153.16,69.82,241.17
2022-09-23,150.21,67.88,237.52
2022-09-26,150.82,66.43,237.76
2022-09-27,151.66,67.15,236.11
2022-09-28,149.98,68.38,241.19
2022-09-29,142.42,64.2,237.66
2022-09-30,138.23,63.4,233.04
2022-10-03,142.4,66.06,240.55
2022-10-04,145.96,67.8,248.46
2022-10-05,146.12,67.83,248.88
2022-10-06,145.28,67.79,246.55
2022-10-07,140.24,58.39,234.44
2022-10-10,140.49,57.87,229.12
2022-10-11,138.91,57.61,225.31
2022-10-12,138.42,57.89,225.85
2022-10-13,143.16,59.0,234.57
2022-10-14,138.24,55.85,228.45
2022-10-17,142.23,57.86,237.02
2022-10-18,143.42,57.81,237.96
2022-10-19,143.81,57.21,236.39
2022-10-20,143.43,57.79,236.17
2022-10-21,147.37,58.79,241.98
2022-10-24,149.36,58.67,246.98
2022-10-25,152.2,61.38,250.62
2022-10-26,149.13,59.72,231.17
2022-10-27,144.7,58.51,226.56
2022-10-28,155.71,62.01,235.68
2022-10-31,153.07,60.03,232.05
2022-11-01,150.76,59.56,228.11
2022-11-02,145.42,58.75,220.83
2022-11-03,139.04,60.13,214.3
2022-11-04,138.03,62.09,221.01
2022-11-07,139.03,63.01,227.91
2022-11-08,139.4,63.81,228.81
2022-11-09,134.96,59.96,224.75
2022-11-10,146.63,68.41,242.86
2022-11-11,149.54,72.31,246.85
2022-11-14,148.36,73.56,241.92
2022-11-15,149.87,76.29,241.64
2022-11-16,148.95,72.74,242.03
2022-11-17,150.55,73.8,241.42
2022-11-18,151.12,73.53,241.01
2022-11-21,147.95,72.48,242.19
2022-11-22,150.22,75.26,244.99
2022-11-23,151.04,76.36,247.56
2022-11-25,147.95,75.34,247.65
2022-11-28,144.39,73.22,242.1
2022-11-29,141.23,73.43,240.47
2022-11-30,147.57,77.49,254.28
2022-12-01,148.56,77.51,255.02
2022-12-02,147.85,75.03,255.12
2022-12-05,146.61,73.59,250.26
2022-12-06,142.76,70.31,244.96
2022-12-07,141.03,70.12,244.14
2022-12-08,142.68,70.46,247.38
2022-12-09,142.17,68.62,245.4
2022-12-12,144.42,70.62,252.3
2022-12-13,145.44,71.67,256.98
2022-12-14,143.15,69.0,257.51
2022-12-15,136.48,66.56,249.21
2022-12-16,134.69,65.43,244.66
2022-12-19,132.51,64.57,240.75
2022-12-20,132.29,65.02,241.74
2022-12-21,135.49,67.63,244.37
2022-12-22,132.24,63.86,238.32
2022-12-23,131.82,64.5,238.59
2022-12-27,130.02,63.26,236.98
2022-12-28,126.09,62.6,234.53
2022-12-29,129.64,64.79,241.04
2022-12-30,129.84,64.72,239.73
2023-01-03,125.25,64.01,239.67
2023-01-04,126.27,64.5,229.0
2023-01-05,125.09,62.32,222.3
2023-01-06,129.46,63.9,224.55
2023-01-09,130.08,67.2,227.05
2023-01-10,130.66,67.97,228.72
2023-01-11,133.33,69.0,235.6
2023-01-12,133.46,70.83,238.22
2023-01-13,134.73,71.02,239.18
2023-01-17,135.94,71.63,240.27
2023-01-18,135.06,70.51,235.58
2023-01-19,135.35,67.76,232.01
2023-01-20,137.62,70.01,240.0
2023-01-23,141.07,76.51,242.45
2023-01-24,142.62,74.75,241.9
2023-01-25,141.78,74.85,240.51
2023-01-26,143.93,75.04,247.82
2023-01-27,145.94,75.49,248.16
2023-01-30,142.88,72.41,242.53
2023-01-31,144.2,75.0,247.44
2023-02-01,145.33,84.67,252.85
2023-02-02,150.35,88.2,264.1
2023-02-03,154.72,86.12,258.69
2023-02-06,151.74,83.67,256.78
2023-02-07,154.92,86.02,267.97
2023-02-08,152.02,84.73,266.73
2023-02-09,150.82,83.19,263.5
2023-02-10,151.07,81.49,263.35
2023-02-13,153.64,82.97,270.69
2023-02-14,153.26,85.98,272.27
2023-02-15,155.08,85.05,268.99
2023-02-16,153.79,80.18,262.18
2023-02-17,152.43,78.49,257.86
2023-02-21,148.51,76.77,252.7
2023-02-22,148.5,76.48,251.06
2023-02-23,149.54,79.83,255.07
2023-02-24,146.53,78.12,249.11
2023-02-27,147.8,78.72,250.13
2023-02-28,147.86,78.79,250.25
2023-03-01,145.24,78.22,246.36
2023-03-02,145.86,80.39,251.01
2023-03-03,151.02,81.57,255.35
2023-03-06,153.85,81.14,256.87
2023-03-07,151.62,82.16,254.19
2023-03-08,152.71,85.4,253.56
2023-03-09,150.74,84.19,252.65
2023-03-10,148.6,82.71,248.68
2023-03-13,150.36,82.03,253.85
2023-03-14,152.58,87.28,260.67
2023-03-15,152.56,89.23,264.84
2023-03-16,155.89,96.59,276.18
2023-03-17,155.05,97.78,278.89
2023-03-20,157.39,96.81,272.05
2023-03-21,159.18,95.85,273.33
2023-03-22,158.46,97.97,273.26
2023-03-23,159.11,100.43,278.36
2023-03-24,160.18,97.86,280.29
2023-03-27,158.11,96.49,275.96
2023-03-28,157.6,94.57,275.18
2023-03-29,160.7,96.06,280.38
2023-03-30,162.34,97.83,284.07
2023-03-31,164.93,98.06,288.76
2023-04-03,166.2,96.58,287.27
2023-04-04,165.45,95.87,286.87
2023-04-05,163.86,92.56,284.36
2023-04-06,164.62,92.49,291.47
2023-04-10,161.81,95.29,288.89
2023-04-11,160.76,94.05,282.92
2023-04-12,160.03,92.33,283.48
2023-04-13,165.57,92.05,289.65
2023-04-14,165.16,91.71,285.95
2023-04-17,165.14,89.85,288.5
2023-04-18,166.66,89.83,288.68
2023-04-19,167.56,90.02,288.45
2023-04-20,166.44,89.95,285.77
2023-04-21,164.99,88.43,285.73
2023-04-24,165.19,87.54,281.62
2023-04-25,163.85,83.86,276.09
2023-04-26,163.9,85.9,295.78
2023-04-27,168.37,87.39,304.7
2023-04-28,169.63,89.32,307.13
2023-05-01,169.89,89.77,305.89
2023-05-02,168.67,90.03,305.76
2023-05-03,167.49,81.76,304.43
2023-05-04,165.62,86.58,305.55
2023-05-05,173.5,89.77,310.13
2023-05-08,173.46,94.94,308.39
2023-05-09,171.78,95.08,306.94
2023-05-10,173.49,96.97,312.15
2023-05-11,173.72,97.13,310.21
2023-05-12,172.53,95.24,308.75
2023-05-15,172.07,97.34,309.28
2023-05-16,172.14,101.46,311.85
2023-05-17,172.67,103.74,313.71
2023-05-18,175.09,107.9,318.62
2023-05-19,175.25,105.92,318.64
2023-05-22,174.18,107.99,321.15
2023-05-23,171.62,108.12,315.44
2023-05-24,171.8,108.3,313.61
2023-05-25,173.0,120.31,326.01
2023-05-26,175.32,126.87,332.82
2023-05-30,177.19,125.26,330.91
2023-05-31,177.6,118.21,329.37
2023-06-01,179.97,119.47,332.34
2023-06-02,181.0,117.76,335.5
2023-06-05,179.49,117.86,335.93
2023-06-06,179.35,124.37,334.06
2023-06-07,177.91,117.95,323.58
2023-06-08,180.67,121.19,325.24
2023-06-09,180.89,124.9,326.42
2023-06-12,183.65,129.16,331.62
2023-06-13,183.26,124.37,334.14
2023-06-14,183.72,127.13,336.61
2023-06-15,185.76,124.28,347.75
2023-06-16,184.99,119.98,342.51
2023-06-20,185.17,118.94,338.27
2023-06-21,183.9,112.14,333.42
2023-06-22,186.96,110.47,339.8
2023-06-23,186.58,109.99,334.83
2023-06-26,185.32,107.52,328.74
2023-06-27,188.03,110.31,334.44
2023-06-28,189.0,110.08,335.04
2023-06-29,189.53,111.18,335.05
2023-06-30,193.98,113.9,340.51
2023-07-03,192.45,115.65,338.15
2023-07-05,191.32,113.93,338.43
2023-07-06,191.97,113.52,341.55
2023-07-07,190.76,113.13,337.18
2023-07-10,188.47,113.49,331.44
2023-07-11,188.22,111.33,332.7
2023-07-12,189.62,114.58,336.97
2023-07-13,190.67,115.97,342.79
2023-07-14,190.48,115.78,344.43
2023-07-17,193.75,118.37,345.41
2023-07-18,193.58,117.94,359.34
2023-07-19,195.12,116.42,355.11
2023-07-20,193.29,110.3,347.04
2023-07-21,191.83,110.89,343.78
2023-07-24,192.63,110.57,345.0
2023-07-25,193.77,113.0,351.12
2023-07-26,194.4,109.86,337.83
2023-07-27,193.45,111.22,330.9
2023-07-28,195.63,112.86,337.99
2023-07-31,196.17,114.21,335.43
2023-08-01,195.63,117.66,336.34
2023-08-02,192.82,109.41,328.0
2023-08-03,191.65,113.38,327.43
2023-08-04,182.01,115.79,327.74
2023-08-07,178.82,116.74,330.17
2023-08-08,179.92,113.3,326.27
2023-08-09,178.09,110.43,322.24
2023-08-10,178.05,110.25,323.07
2023-08-11,177.77,107.49,320.71
2023-08-14,179.31,111.81,323.49
2023-08-15,177.68,111.38,321.96
2023-08-16,176.6,107.25,320.55
2023-08-17,174.27,104.48,317.31
2023-08-18,174.38,105.45,316.51
2023-08-21,175.86,108.21,322.07
2023-08-22,177.34,105.75,322.42
2023-08-23,181.06,109.32,326.72
2023-08-24,176.54,101.97,320.81
2023-08-25,178.56,102.19,323.05
2023-08-28,180.15,102.61,323.81
2023-08-29,184.08,105.88,328.1
2023-08-30,187.66,106.52,328.47
2023-08-31,188.03,105.72,328.06
2023-09-01,189.45,109.48,328.66
2023-09-05,189.73,110.83,333.65
2023-09-06,182.9,109.2,332.89
2023-09-07,177.88,106.69,330.36
2023-09-08,178.16,106.05,334.04
2023-09-11,179.47,105.25,337.98
2023-09-12,176.29,105.38,331.6
2023-09-13,174.15,107.68,335.65
2023-09-14,175.73,106.62,338.77
2023-09-15,175.03,101.51,330.45
2023-09-18,177.87,102.35,328.8
2023-09-19,179.1,101.62,328.71
2023-09-20,175.52,100.35,320.67
2023-09-21,174.06,96.13,319.72
2023-09-22,174.9,96.14,316.63
2023-09-25,175.99,97.37,317.26
2023-09-26,172.11,95.92,311.97
2023-09-27,170.25,97.99,312.52
2023-09-28,170.73,102.82,313.92
2023-09-29,171.18,102.78,315.84
2023-10-02,173.55,103.11,321.47
2023-10-03,172.25,100.01,313.15
2023-10-04,173.76,104.1,319.64
2023-10-05,175.01,103.0,319.61
2023-10-06,177.47,107.2,327.26
2023-10-09,178.94,107.0,329.76
2023-10-10,178.35,109.02,328.36
2023-10-11,179.72,108.26,332.48
2023-10-12,180.7,108.79,331.05
2023-10-13,178.79,105.03,327.58
2023-10-16,178.88,106.54,333.12
2023-10-17,177.08,105.11,331.97
2023-10-18,175.8,102.2,330.33
2023-10-19,175.6,102.5,331.67
2023-10-20,172.98,101.86,326.95
2023-10-23,172.82,99.95,329.15
2023-10-24,173.52,101.71,330.74
2023-10-25,171.09,96.06,340.63
2023-10-26,167.1,93.69,328.08
2023-10-27,168.09,96.28,329.42
2023-10-30,170.23,96.29,337.44
2023-10-31,170.88,98.55,338.33
2023-11-01,174.03,108.04,346.26
2023-11-02,177.56,107.86,348.23
2023-11-03,176.57,112.25,352.77
2023-11-06,179.19,111.65,356.32
2023-11-07,181.85,113.47,360.61
2023-11-08,182.91,113.6,363.03
2023-11-09,182.36,113.44,360.56
2023-11-10,186.37,118.47,369.13
2023-11-13,184.71,116.78,366.45
2023-11-14,187.25,119.74,369.93
2023-11-15,188.08,117.93,369.59
2023-11-16,189.71,119.75,375.91
2023-11-17,189.84,120.69,369.77
2023-11-20,191.35,121.52,377.26
2023-11-21,190.64,119.15,372.87
2023-11-22,191.29,122.52,377.92
2023-11-24,189.87,122.19,377.47
2023-11-27,189.79,122.68,378.69
2023-11-28,190.34,122.05,382.67
2023-11-29,189.25,123.73,378.59
2023-11-30,190.13,121.21,378.99
2023-12-01,191.18,121.3,374.5
2023-12-04,189.47,118.59,369.03
2023-12-05,193.3,118.34,372.13
2023-12-06,192.29,116.74,368.43
2023-12-07,194.23,128.3,370.97
2023-12-08,195.73,128.9,374.28
2023-12-11,193.22,134.45,371.4
2023-12-12,194.49,137.51,374.04
2023-12-13,197.71,138.1,373.78
2023-12-14,197.92,137.97,365.83
2023-12-15,197.73,139.19,370.1
2023-12-18,195.87,138.92,372.49
2023-12-19,196.78,140.03,372.98
2023-12-20,195.12,135.55,370.99
2023-12-21,194.81,139.83,373.48
2023-12-22,193.58,139.5,374.38
2023-12-26,193.02,143.39,374.54
2023-12-27,192.97,145.98,373.43
2023-12-28,193.61,148.73,375.53
2023-12-29,192.51,147.32,375.82
2024-01-02,185.54,138.68,371.12
2024-01-03,184.28,135.36,370.5
2024-01-04,182.03,136.11,367.78
2024-01-05,181.15,138.64,367.94
2024-01-08,185.51,146.27,375.01
2024-01-09,185.07,149.14,375.62
2024-01-10,186.14,148.55,382.89
2024-01-11,185.69,148.03,384.7
2024-01-12,185.93,146.56,388.54
2024-01-16,183.57,158.66,390.17
2024-01-17,182.8,160.4,389.63
2024-01-18,188.77,162.73,393.89
2024-01-19,191.37,173.82,398.3
2024-01-22,193.83,168.24,396.58
2024-01-23,195.18,168.57,399.21
2024-01-24,194.38,178.21,402.52
2024-01-25,193.98,180.2,404.55
2024-01-26,192.27,177.19,403.87
2024-01-29,191.79,177.69,409.8
2024-01-30,188.01,172.15,408.96
2024-01-31,185.02,167.68,397.93
2024-02-01,186.75,170.45,403.53
2024-02-02,186.26,177.68,411.52
2024-02-05,188.01,174.28,405.92
2024-02-06,189.15,167.86,405.15
2024-02-07,189.27,170.76,413.96
2024-02-08,188.16,169.25,413.64
2024-02-09,188.81,172.35,420.41
2024-02-12,186.98,171.95,414.85
2024-02-13,185.08,171.59,406.59
2024-02-14,184.07,178.56,409.32
2024-02-15,184.09,176.75,406.03
2024-02-16,182.16,173.85,403.77
2024-02-20,181.33,165.65,402.16
2024-02-21,182.36,164.17,402.12
2024-02-22,184.31,181.59,411.49
2024-02-23,182.68,176.72,410.68
2024-02-26,181.24,176.0,407.69
2024-02-27,182.63,178.05,407.39
2024-02-28,181.37,176.49,407.62
2024-02-29,180.93,192.76,413.78
2024-03-01,179.69,202.59,415.41
2024-03-04,175.13,205.38,414.92
2024-03-05,170.17,205.19,402.65
2024-03-06,169.16,210.55,402.12
2024-03-07,169.09,211.49,409.13
2024-03-08,171.0,207.69,406.16
2024-03-11,172.72,198.24,404.55
2024-03-12,173.2,202.78,415.24
2024-03-13,171.16,194.84,414.68
2024-03-14,172.95,187.17,425.01
2024-03-15,172.44,190.95,416.28
2024-03-18,173.6,190.5,416.95
2024-03-19,176.05,181.58,421.52
2024-03-20,178.44,179.38,424.87
2024-03-21,171.5,178.83,429.56
2024-03-22,172.47,179.8,429.27
2024-03-25,170.87,178.59,422.39
2024-03-26,169.85,177.85,421.67
2024-03-27,173.22,179.45,421.27
2024-03-28,171.86,180.62,421.21
2024-04-01,169.96,183.15,424.51
2024-04-02,169.01,178.74,421.31
2024-04-03,169.57,180.72,420.22
2024-04-04,168.95,165.8,417.69
2024-04-05,169.58,170.35,425.33
2024-04-08,168.45,169.74,424.73
2024-04-09,169.39,170.44,425.57
2024-04-10,168.06,167.15,423.69
2024-04-11,175.14,170.49,428.15
2024-04-12,176.56,163.29,421.5
2024-04-15,172.78,160.32,413.71
2024-04-16,169.36,163.46,414.32
2024-04-17,168.28,154.29,412.6
2024-04-18,167.0,154.97,404.3
2024-04-19,165.0,146.66,399.01
2024-04-22,165.67,148.29,400.02
2024-04-23,166.8,152.12,406.92
2024-04-24,169.11,151.67,409.43
2024-04-25,169.86,153.66,399.45
2024-04-26,169.31,157.3,406.47
2024-04-29,173.36,160.16,402.13
2024-04-30,170.45,158.86,390.09
2024-05-01,169.54,144.23,395.01
2024-05-02,172.95,145.64,397.3
2024-05-03,183.11,150.5,406.58
2024-05-06,181.69,155.61,413.59
2024-05-07,182.56,154.51,409.4
2024-05-08,182.82,153.7,410.88
2024-05-09,184.55,152.36,412.11
2024-05-10,183.1,152.0,414.93
2024-05-13,186.11,150.51,413.52
2024-05-14,187.55,153.16,416.82
2024-05-15,189.63,159.48,423.12
2024-05-16,189.91,162.85,421.03
2024-05-17,189.79,164.35,419.6
2024-05-20,190.84,166.12,424.5
2024-05-21,192.32,164.8,429.05
2024-05-22,190.8,165.11,430.2
2024-05-23,186.82,160.21,427.04
2024-05-24,189.96,166.22,429.98
2024-05-28,189.82,171.29,429.72
2024-05-29,190.22,165.12,428.77
2024-05-30,191.29,166.75,414.56
2024-05-31,192.13,166.91,413.21
2024-06-03,193.77,163.35,413.08
2024-06-04,194.41,160.06,416.19
2024-06-05,195.84,166.13,423.53
2024-06-06,194.34,166.79,424.38
2024-06-07,196.85,167.86,424.08
2024-06-10,192.71,160.18,427.25
2024-06-11,206.86,158.85,432.41
2024-06-12,213.01,160.42,441.72
2024-06-13,214.69,160.25,441.95
2024-06-14,212.56,159.34,442.31
2024-06-17,216.51,158.32,448.27
2024-06-18,214.18,154.6,446.72
2024-06-20,209.55,161.66,445.76
2024-06-21,208.0,161.36,450.01
2024-06-24,208.3,160.31,447.64
2024-06-25,209.28,160.19,450.93
2024-06-26,213.31,157.56,452.2
2024-06-27,213.8,159.15,452.47
2024-06-28,210.95,162.44,448.0
2024-07-01,216.76,157.67,456.83
2024-07-02,220.29,164.1,459.03
2024-07-03,221.34,163.89,460.87
2024-07-05,226.42,171.82,467.78
2024-07-08,227.67,178.53,465.85
2024-07-09,228.74,177.24,459.35
2024-07-10,232.99,184.11,466.07
2024-07-11,227.76,181.83,455.04
2024-07-12,230.24,181.52,452.48
2024-07-15,234.12,179.57,452.45
2024-07-16,234.93,177.57,449.78
2024-07-17,229.14,159.57,443.82
2024-07-18,224.0,155.22,440.1
2024-07-19,224.22,151.53,436.5
2024-07-22,224.02,155.98,442.91
2024-07-23,224.84,153.94,444.36
2024-07-24,218.52,144.64,428.8
2024-07-25,217.59,138.23,418.21
2024-07-26,217.7,139.84,425.16
2024-07-29,218.16,139.65,426.74
2024-07-30,219.32,138.62,424.13
2024-07-31,222.12,144.53,418.5
2024-08-01,218.17,132.41,416.95
2024-08-02,219.2,132.32,408.07
2024-08-05,208.94,134.45,394.7
2024-08-06,206.58,130.12,399.43
2024-08-07,209.61,128.73,397.93
2024-08-08,212.82,136.08,401.79
2024-08-09,215.94,134.35,406.05
2024-08-12,217.0,136.54,406.34
2024-08-13,221.07,141.06,413.78
2024-08-14,222.04,140.76,417.49
2024-08-15,224.26,147.16,420.0
2024-08-16,225.84,148.57,418.37
2024-08-19,225.81,155.08,421.08
2024-08-20,226.57,156.45,425.26
2024-08-21,226.51,157.88,424.0
2024-08-22,224.06,151.63,414.81
2024-08-23,226.85,155.02,416.77
2024-08-26,226.85,150.01,412.87
2024-08-27,227.91,150.31,413.48
2024-08-28,226.41,146.47,410.47
2024-08-29,229.61,145.45,412.98
2024-08-30,228.97,148.44,416.86
2024-09-03,222.47,137.01,409.48
2024-09-04,221.09,141.09,409.54
2024-09-05,221.96,139.16,407.36
2024-09-06,220.76,134.29,401.7
2024-09-09,220.93,138.09,405.5
2024-09-10,220.12,142.93,414.65
2024-09-11,222.82,150.03,423.33
2024-09-12,222.73,150.7,426.41
2024-09-13,222.47,152.37,430.84
2024-09-16,216.41,152.03,431.48
2024-09-17,216.77,150.75,434.89
2024-09-18,220.71,148.24,430.67
2024-09-19,228.32,156.66,438.16
2024-09-20,228.3,155.85,435.82
2024-09-23,226.37,156.6,433.36
2024-09-24,226.91,158.14,428.79
2024-09-25,225.97,162.1,431.76
2024-09-26,227.55,167.59,431.24
2024-09-27,227.83,164.58,427.51
2024-09-30,232.91,164.12,429.95
2024-10-01,226.23,160.16,420.46
2024-10-02,226.85,159.94,417.33
2024-10-03,225.65,162.75,416.8
2024-10-04,226.84,170.81,416.24
2024-10-07,221.63,170.94,409.28
2024-10-08,225.82,172.93,415.04
2024-10-09,229.71,171.09,417.69
2024-10-10,229.14,164.18,416.09
2024-10-11,227.62,167.88,416.12
2024-10-14,231.41,165.21,419.26
